1, 1, heb, transcription, </supplied>1, texts/xml/jeru0194.xml
לוי, לוי, heb, transcription, לוי, texts/xml/beth0227.xml
לום, לום, heb, transcription, לום</p></div>, texts/xml/beth0266.xml
לחנונה, לחנונה, heb, transcription, </lb>לחנונה, texts/xml/thar0001.xml
לטב, לטב, heb, transcription, </lb>לטב, texts/xml/mari0004.xml
לטב, לטב, heb, transcription, לטב, texts/xml/sepp0004.xml
לטהרת, לטהרת, heb, transcription, לטהרת</supplied>, texts/xml/masa0449.xml
לטהרת, לטהרת, heb, transcription, ל</supplied>טהרת</supplied>, texts/xml/masa0450.xml
לטהרת, לטהרת, heb, transcription, לטהרת</supplied>, texts/xml/masa0451.xml
לטהרת, לטהרת, heb, transcription, </lb>לטהרת, texts/xml/masa0452.xml
לטהרת, לטהרת, heb, transcription, לטהרת</supplied>, texts/xml/masa0453b.xml
לי, לי, heb, transcription, </unclear>לי, texts/xml/jord0001.xml
לי, לי, heb, transcription, לי, texts/xml/jord0001.xml
ליהוה, ליהוה, heb, transcription, ליהוה, texts/xml/jord0001.xml
ליואת, ליואת, heb, transcription, </lb>לי/ואת, texts/xml/qumr0001.xml
ליודן, ליודן, heb, transcription, </lb>ליודן, texts/xml/beth0274.xml
ליקרה, ליקרה, heb, transcription, </lb>ליקרה, texts/xml/mari0004.xml
לישראל, לישראל, heb, transcription, לישראל, texts/xml/jord0001.xml
לישראל, לישראל, heb, transcription, לישראל, texts/xml/jord0001.xml
לך, לך, heb, transcription, לך, texts/xml/jeru0236.xml
לך, לך, heb, transcription, לך, texts/xml/jeru0236.xml
לך, לך, heb, transcription, </unclear></unclear>לך, texts/xml/jord0001.xml
לכה, לכה, heb, transcription, לכה, texts/xml/jord0001.xml
ללטהרת, ללטהרת, heb, transcription, </lb></gap>ל</gap>לטהרת, texts/xml/masa0450.xml
למעבדא, למעבדא, heb, transcription, למעבדא, texts/xml/jeru0236.xml
למען, למען, heb, transcription, </unclear></unclear></unclear>למען, texts/xml/jord0001.xml
למען, למען, heb, transcription, למען, texts/xml/jord0001.xml
למפתח, למפתח, heb, transcription, למפתח, texts/xml/jeru0042.xml
למצין, למצין, heb, transcription, </supplied>למצין, texts/xml/jeru0231.xml
לנ, לנ, heb, transcription, </lb>ל</gap>נ</unclear>, texts/xml/qumr0001.xml
לני, לני, heb, transcription, </gap></unclear></gap>לני, texts/xml/jord0001.xml
לעולם, לעולם, heb, transcription, לעולם, texts/xml/beth0227.xml
לעולם, לעולם, heb, transcription, </lb>ל</supplied>עולם, texts/xml/unkn0103.xml
לעולם, לעולם, heb, transcription, לעולם</supplied>, texts/xml/unkn0103.xml
לעום, לעום, heb, transcription, לעום, texts/xml/beth0228.xml
לעזר, לעזר, heb, transcription, ל</supplied>עזר, texts/xml/jaff0054.xml
לפלליה, לפלליה, heb, transcription, לפ</unclear>ללי</unclear>ה</p></div>, texts/xml/masa0419.xml
לפני, לפני, heb, transcription, לפני, texts/xml/jord0001.xml
לפנך, לפנך, heb, transcription, לפנך, texts/xml/jord0001.xml
לשות, לשות, heb, transcription, לשות, texts/xml/jord0001.xml
לשלושת, לשלושת, heb, transcription, לשלושת, texts/xml/jord0001.xml
לשלשת, לשלשת, heb, transcription, לשלשת, texts/xml/jord0001.xml
לשנם, לשנם, heb, transcription, </unclear></unclear></unclear>לשנם, texts/xml/jord0001.xml
ם, ם, heb, transcription, ם, texts/xml/beth0254.xml
ם, ם, heb, transcription, ם, texts/xml/beth0261.xml
ם, ם, heb, transcription, ם</p></div>, texts/xml/beth0276.xml
ם, ם, heb, transcription, </lb></gap>ם</unclear>, texts/xml/jaff0057.xml
ם, ם, heb, transcription, </unclear></unclear></unclear>ם, texts/xml/jord0001.xml
ם, ם, heb, transcription, </unclear></unclear>ם, texts/xml/jord0001.xml
ם, ם, heb, transcription, ם, texts/xml/sepp0002.xml
מ, מ, heb, transcription, מ, texts/xml/jeru0194.xml
מ, מ, heb, transcription, מ, texts/xml/jeru0206.xml
מ, מ, heb, transcription, </unclear></unclear></unclear>מ, texts/xml/jord0001.xml
מ, מ, heb, transcription, מ</supplied>, texts/xml/jord0001.xml
מ, מ, heb, transcription, </unclear>מ, texts/xml/jord0001.xml
מ, מ, heb, transcription, מ, texts/xml/jord0001.xml
מ, מ, heb, transcription, מ, texts/xml/jord0001.xml
מ, מ, heb, transcription, </unclear>מ, texts/xml/jord0001.xml
מ, מ, heb, transcription, מ</unclear>, texts/xml/masa0549.xml
מ, מ, heb, transcription, מ</p></div>, texts/xml/masa0589.xml
מ, מ, heb, transcription, </g></num>מ</unclear>, texts/xml/masa0597.xml
מ, מ, heb, transcription, </g></num>מ, texts/xml/masa0598.xml
מ, מ, heb, transcription, </g></g></num>מ, texts/xml/masa0599.xml
מ, מ, heb, transcription, מ, texts/xml/sepp0002.xml
מא, מא, heb, transcription, מא, texts/xml/jord0001.xml
מאית, מאית, heb, transcription, </lb>מאית, texts/xml/beth0224.xml
מאמא, מאמא, heb, transcription, מ</unclear>אמא</unclear>, texts/xml/jaff0054.xml
מביתי, מביתי, heb, transcription, מביתי, texts/xml/jord0001.xml
מבמני, מבמני, heb, transcription, מבמני, texts/xml/jeru0303.xml
מבקש, מבקש, heb, transcription, מבקש, texts/xml/jord0001.xml
מגה, מגה, heb, transcription, מגה, texts/xml/beth0246.xml
מדרשו, מדרשו, heb, transcription, </lb>מדרשו, texts/xml/dabb0006.xml
מה, מה, heb, transcription, מה, texts/xml/jord0001.xml
מה, מה, heb, transcription, </unclear></unclear></unclear></unclear></unclear>מה, texts/xml/jord0001.xml
מוזנים, מוזנים, heb, transcription, </lb>מוזנים, texts/xml/tibe0001.xml
מושבו, מושבו, heb, transcription, מושבו, texts/xml/jord0001.xml
מז, מז, heb, transcription, </gap>מז</unclear>, texts/xml/masa0544.xml
מח, מח, heb, transcription, מח, texts/xml/jeru0236.xml
מי, מי, heb, transcription, מי, texts/xml/jord0001.xml
מיאשה, מיאשה, heb, transcription, מיאשה, texts/xml/beth0244.xml
מיכאל, מיכאל, heb, transcription, מיכאל, texts/xml/jord0001.xml
מין, מין, heb, transcription, מין, texts/xml/masa0449.xml
מל, מל, heb, transcription, </unclear></unclear></unclear></gap>מל, texts/xml/jord0001.xml
מל, מל, heb, transcription, </unclear></unclear>מל, texts/xml/jord0001.xml
מלאכה, מלאכה, heb, transcription, </unclear></unclear></unclear>מלאכה, texts/xml/jord0001.xml
מלאכה, מלאכה, heb, transcription, מלאכה, texts/xml/jord0001.xml
מלכנ, מלכנ, heb, transcription, </lb>מלכנ</gap>, texts/xml/tdor0002.xml
מלפני, מלפני, heb, transcription, מלפני, texts/xml/jord0001.xml
מלפניך, מלפניך, heb, transcription, מלפניך, texts/xml/jord0001.xml
ממירושלם, ממירושלם, heb, transcription, ממירושלם, texts/xml/jord0001.xml
מן, מן, heb, transcription, מן, texts/xml/beth0223.xml
מן, מן, heb, transcription, מן, texts/xml/dabb0001.xml
מן, מן, heb, transcription, מן, texts/xml/jord0001.xml
מן, מן, heb, transcription, מן, texts/xml/jord0001.xml
מן, מן, heb, transcription, מן, texts/xml/jord0001.xml
מן, מן, heb, transcription, </gap>מן, texts/xml/jord0001.xml
מן, מן, heb, transcription, מן, texts/xml/jord0001.xml
מן, מן, heb, transcription, מן, texts/xml/jord0001.xml
מן, מן, heb, transcription, </gap>מן</unclear>, texts/xml/masa0544.xml
מנהינ, מנהינ, heb, transcription, </lb>מנהינ, texts/xml/jeru0118.xml
מנוחתה, מנוחתה, heb, transcription, מנוחתה, texts/xml/beth0242.xml
מניס, מניס, heb, transcription, </lb>מניס, texts/xml/jeru0051.xml
מע, מע, heb, transcription, מע</unclear>, texts/xml/sepp0009.xml
מעבד, מעבד, heb, transcription, מעבד, texts/xml/tibe0003.xml
מעט, מעט, heb, transcription, מעט, texts/xml/jord0001.xml
מעין, מעין, heb, transcription, מעין, texts/xml/jeru0206.xml
מעין, מעין, heb, transcription, מעין</unclear>, texts/xml/qumr0002.xml
מערב, מערב, heb, transcription, מערב</p></div>, texts/xml/masa0550.xml
מעשר, מעשר, heb, transcription, מעשר</p></div>, texts/xml/masa0441.xml
מצוותיו, מצוותיו, heb, transcription, מצוותיו</supplied>, texts/xml/ahma0001.xml
מצות, מצות, heb, transcription, </lb>מצות, texts/xml/huqo0001.xml
מצותה, מצותה, heb, transcription, מצותה, texts/xml/tibe0003.xml
מק, מק, heb, transcription, מק</unclear>, texts/xml/beth0267.xml
מק, מק, heb, transcription, מק, texts/xml/jord0001.xml
מקים, מקים, heb, transcription, מקים, texts/xml/beth0255.xml
מר, מר, heb, transcription, </lb>מר, texts/xml/evro0014.xml
מר, מר, heb, transcription, מר, texts/xml/jord0001.xml
מריה, מריה, heb, transcription, </lb>מריה, texts/xml/jeri0011.xml
מריה, מריה, heb, transcription, </lb>מריה, texts/xml/jeri0011.xml
מרים, מרים, heb, transcription, מרים, texts/xml/beth0243.xml
מרים, מרים, heb, transcription, מרים</p></div>, texts/xml/jeru0300.xml
מרעיש, מרעיש, heb, transcription, מרעיש, texts/xml/jord0001.xml
מרתא, מרתא, heb, transcription, </lb>מרתא, texts/xml/jeru0156.xml
משכבו, משכבו, heb, transcription, </lb>משכבו, texts/xml/beth0227.xml
משכבו, משכבו, heb, transcription, משכבו</supplied>, texts/xml/beth0238.xml
משמר, משמר, heb, transcription, משמר, texts/xml/ahma0001.xml
מת, מת, heb, transcription, </lb>מת, texts/xml/jeru0198.xml
מתו, מתו, heb, transcription, מתו, texts/xml/jord0001.xml
מתח, מתח, heb, transcription, </lb>מתח</unclear>, texts/xml/huqo0001.xml
מתיה, מתיה, heb, transcription, מתיה</p></div>, texts/xml/anna0001.xml
מתיה, מתיה, heb, transcription, מתיה, texts/xml/jeru0045.xml
מתיה, מתיה, heb, transcription, מתיה</p></div>, texts/xml/masa0498.xml
מתכמתב, מתכמתב, heb, transcription, </lb>מתכ/מתב(?), texts/xml/shap0004.xml
מתמתי, מתמתי, heb, transcription, </lb>מ/ת/</gap>מ/ת/</gap>י</unclear>, texts/xml/qumr0001.xml
מתתיה, מתתיה, heb, transcription, </lb>מתתיה, texts/xml/jeru0025.xml
מתתיה, מתתיה, heb, transcription, </lb>מתתיה, texts/xml/jeru0044.xml
ן, ן, heb, transcription, ן, texts/xml/beth0237.xml
ן, ן, heb, transcription, ן</unclear>, texts/xml/huqo0001.xml
ן, ן, heb, transcription, ן, texts/xml/huqo0001.xml
ן, ן, heb, transcription, </lb>ן, texts/xml/jeru0190.xml
ן, ן, heb, transcription, </gap></unclear></unclear></unclear>ן, texts/xml/jord0001.xml
ן, ן, heb, transcription, </unclear>ן, texts/xml/jord0001.xml
ן, ן, heb, transcription, </unclear>ן, texts/xml/jord0001.xml
ן, ן, heb, transcription, </unclear>ן, texts/xml/jord0001.xml
ן, ן, heb, transcription, </unclear>ן, texts/xml/jord0001.xml
ן, ן, heb, transcription, </unclear></unclear>ן, texts/xml/jord0001.xml
ן, ן, heb, transcription, </gap></unclear></unclear></unclear></unclear>ן, texts/xml/jord0001.xml
ן, ן, heb, transcription, ן</supplied>, texts/xml/sepp0002.xml
ן, ן, heb, transcription, ן, texts/xml/sepp0007.xml
נ, נ, heb, transcription, </gap>נ</unclear>, texts/xml/beth0263.xml
נ, נ, heb, transcription, נ</unclear>, texts/xml/beth0271.xml
נ, נ, heb, transcription, נ</gap></p></div>, texts/xml/masa0401.xml
נ, נ, heb, transcription, נ, texts/xml/qumr0001.xml
נ, נ, heb, transcription, נ</unclear>, texts/xml/qumr0001.xml
נ, נ, heb, transcription, נ</unclear>, texts/xml/sepp0001.xml
נא, נא, heb, transcription, נא, texts/xml/jord0001.xml
נאהמנו, נאהמנו, heb, transcription, נאהמנ</unclear>ו, texts/xml/evro0014.xml
נבי, נבי, heb, transcription, נבי, texts/xml/jord0001.xml
נביאים, נביאים, heb, transcription, נביאים, texts/xml/jord0001.xml
נביאין, נביאין, heb, transcription, נביאין, texts/xml/jord0001.xml
נהיה, נהיה, heb, transcription, נהיה</supplied>, texts/xml/masa0507.xml
נוח, נוח, heb, transcription, </lb>נוח, texts/xml/jaff0052.xml
נחמיה, נחמיה, heb, transcription, נחמיה, texts/xml/beth0237.xml
נטירא, נטירא, heb, transcription, נטירא&#44;</p></div>, texts/xml/akld0023.xml
ני, ני, heb, transcription, </gap></unclear></unclear>ני, texts/xml/jord0001.xml
ניח, ניח, heb, transcription, ניח, texts/xml/mari0004.xml
ניחמיה, ניחמיה, heb, transcription, ניחמיה</p></div>, texts/xml/beth0271.xml
נער, נער, heb, transcription, </lb>נער, texts/xml/tdor0002.xml
נפש, נפש, heb, transcription, נפש, texts/xml/jaff0052.xml
נפש, נפש, heb, transcription, נפש, texts/xml/mari0004.xml
נצח, נצח, heb, transcription, נצח</p></div>, texts/xml/masa0545.xml
נשבר, נשבר, heb, transcription, נשבר, texts/xml/jord0001.xml
נשיא, נשיא, heb, transcription, </lb>נשיא</ex></expan>, texts/xml/juda0001.xml
נתאל, נתאל, heb, transcription, נתאל, texts/xml/jeri0011.xml
נתמ, נתמ, heb, transcription, נתמ</unclear>, texts/xml/qumr0002.xml
נתנ, נתנ, heb, transcription, נת</unclear>נ, texts/xml/qumr0001.xml
ס, ס, heb, transcription, ס</supplied>, texts/xml/huqo0001.xml
ס, ס, heb, transcription, </lb></gap>ס, texts/xml/jeru0236.xml
ס, ס, heb, transcription, ס</unclear>, texts/xml/masa0549.xml
ס, ס, heb, transcription, ס, texts/xml/masa0590.xml
סבא, סבא, heb, transcription, סבא, texts/xml/jeru0007.xml
סבא, סבא, heb, transcription, סבא, texts/xml/jeru0236.xml
סגי, סגי, heb, transcription, </gap>סגי, texts/xml/jeru0236.xml
סדריי, סדריי, heb, transcription, </lb></gap>סד</unclear>ריי, texts/xml/abil0001.xml
סוכיה, סוכיה, heb, transcription, </lb>סוכיה, texts/xml/jeru0108.xml
סלה, סלה, heb, transcription, סלה, texts/xml/tibe0003.xml
סמונ, סמונ, heb, transcription, </lb>סמונ, texts/xml/jeru0092.xml
סקים, סקים, heb, transcription, סק</unclear>ים, texts/xml/qumr0001.xml
סתום, סתום, heb, transcription, סתום, texts/xml/jord0001.xml
ע, ע, heb, transcription, </gap>ע, texts/xml/jord0001.xml
ע, ע, heb, transcription, ע</supplied>, texts/xml/jord0001.xml
ע, ע, heb, transcription, ע, texts/xml/jord0001.xml
ע, ע, heb, transcription, ע, texts/xml/jord0001.xml
ע, ע, heb, transcription, ע, texts/xml/masa0696.xml
ע, ע, heb, transcription, ע</unclear>, texts/xml/qumr0001.xml
עב, עב, heb, transcription, </lb></gap>עב</gap></p></div>, texts/xml/masa0696.xml
עב, עב, heb, transcription, </gap>עב</unclear>, texts/xml/qumr0001.xml
עבד, עבד, heb, transcription, עבד, texts/xml/dabb0001.xml
עבד, עבד, heb, transcription, עבד, texts/xml/jord0001.xml
עבדי, עבדי, heb, transcription, עבדי, texts/xml/jord0001.xml
עבוד, עבוד, heb, transcription, עבוד, texts/xml/tibe0010.xml
עה, עה, heb, transcription, עה, texts/xml/jeru0194.xml
עה, עה, heb, transcription, עה, texts/xml/jeru0206.xml
עה, עה, heb, transcription, עה, texts/xml/jord0001.xml
עו, עו, heb, transcription, </lb>עו, texts/xml/jeru0190.xml
עובד, עובד, heb, transcription, עובד, texts/xml/jeru0303.xml
עובד, עובד, heb, transcription, </unclear></unclear></unclear>עובד, texts/xml/jord0001.xml
עוד, עוד, heb, transcription, עוד, texts/xml/jord0001.xml
עוזרל, עוזרל, heb, transcription, </lb>עוזר</unclear>ל, texts/xml/masa0595.xml
עומד, עומד, heb, transcription, עומד, texts/xml/jord0001.xml
עושה, עושה, heb, transcription, עושה, texts/xml/jord0001.xml
עזרה, עזרה, heb, transcription, עזרה, texts/xml/masa0394.xml
עיי, עיי, heb, transcription, </lb></gap>עיי, texts/xml/mari0004.xml
על, על, heb, transcription, </lb>על, texts/xml/beth0223.xml
על, על, heb, transcription, על, texts/xml/beth0223.xml
על, על, heb, transcription, </lb>על, texts/xml/beth0234.xml
על, על, heb, transcription, על, texts/xml/jord0001.xml
על, על, heb, transcription, על, texts/xml/jord0001.xml
על, על, heb, transcription, </unclear></unclear>על, texts/xml/jord0001.xml
על, על, heb, transcription, על, texts/xml/jord0001.xml
על, על, heb, transcription, על, texts/xml/jord0001.xml
עלוי, עלוי, heb, transcription, עלוי, texts/xml/beth0224.xml
עליך, עליך, heb, transcription, עליך, texts/xml/jord0001.xml
עלירושלם, עלירושלם, heb, transcription, </unclear></unclear></unclear></unclear></unclear></unclear>עלירושלם, texts/xml/jord0001.xml
עלם, עלם, heb, transcription, </unclear></unclear></unclear></unclear>עלם, texts/xml/jord0001.xml
עלמא, עלמא, heb, transcription, עלמא, texts/xml/jeru0236.xml
עם, עם, heb, transcription, עם, texts/xml/beth0237.xml
עם, עם, heb, transcription, </lb>עם, texts/xml/beth0243.xml
עמו, עמו, heb, transcription, עמו, texts/xml/jord0001.xml
עמודיה, עמודיה, heb, transcription, עמודיה, texts/xml/dabb0001.xml
עמי, עמי, heb, transcription, עמי, texts/xml/jord0001.xml
עמידת, עמידת, heb, transcription, עמידת, texts/xml/beth0237.xml
עמך, עמך, heb, transcription, עמך, texts/xml/jord0001.xml
ענלכן, ענלכן, heb, transcription, </lb>ענלכן, texts/xml/huqo0001.xml
עקביא, עקביא, heb, transcription, עקביא, texts/xml/masa0461.xml
עקביה, עקביה, heb, transcription, </lb>עקביה, texts/xml/jeru0229.xml
עשירי, עשירי, heb, transcription, עשירי</p></div>, texts/xml/masa0588.xml
עשרה, עשרה, heb, transcription, </lb>עשרה, texts/xml/beth0248.xml
עשרין, עשרין, heb, transcription, עשרין, texts/xml/beth0237.xml
עתחן, עתחן, heb, transcription, </lb>עתחן, texts/xml/beth0282.xml
ף, ף, heb, transcription, </g>ף</g></g></g></g></g></g></g></g></num>, texts/xml/masa0605.xml
פ, פ, heb, transcription, פ</unclear>, texts/xml/jord0001.xml
פאריגרי, פאריגרי, heb, transcription, פאריגרי, texts/xml/beth0257.xml
פטי, פטי, heb, transcription, פטי</p></div>, texts/xml/masa0388.xml
פטרין, פטרין, heb, transcription, פטרין, texts/xml/masa0413.xml
פינחס, פינחס, heb, transcription, </lb>פינחס, texts/xml/jeru0180.xml
פכ, פכ, heb, transcription, </unclear>פכ, texts/xml/jord0001.xml
פסולא, פסולא, heb, transcription, פסולא</p></div>, texts/xml/masa0455.xml
פסולות, פסולות, heb, transcription, </lb>פסול</supplied>ות</p></div>, texts/xml/masa0454.xml
פרוטין, פרוטין, heb, transcription, פרוטין</supplied>, texts/xml/masa0453a.xml
פש, פש, heb, transcription, פש, texts/xml/beth0271.xml
פתו, פתו, heb, transcription, פ</unclear>תו</supplied>, texts/xml/mger0037.xml
צ, צ, heb, transcription, </unclear>צ, texts/xml/jord0001.xml
צ, צ, heb, transcription, </gap>צ</unclear>, texts/xml/qumr0001.xml
צבא, צבא, heb, transcription, צבא, texts/xml/jord0001.xml
צבאות, צבאות, heb, transcription, צבאות, texts/xml/jord0001.xml
צבאות, צבאות, heb, transcription, צבאות, texts/xml/jord0001.xml
צבאות, צבאות, heb, transcription, צבאות, texts/xml/jord0001.xml
צבאות, צבאות, heb, transcription, צבאות, texts/xml/jord0001.xml
צבאות, צבאות, heb, transcription, צבאות, texts/xml/jord0001.xml
צבאות, צבאות, heb, transcription, צבאות, texts/xml/jord0001.xml
צבאות, צבאות, heb, transcription, צבאות, texts/xml/jord0001.xml
צבאת, צבאת, heb, transcription, צבאת, texts/xml/jord0001.xml
צבאת, צבאת, heb, transcription, צבאת, texts/xml/jord0001.xml
צבאת, צבאת, heb, transcription, צבאת, texts/xml/jord0001.xml
צדיק, צדיק, heb, transcription, צדיק, texts/xml/beth0248.xml
צדיקים, צדיקים, heb, transcription, </lb>צדיקים, texts/xml/beth0247.xml
צהמא, צהמא, heb, transcription, </lb>צהמא, texts/xml/jeru0182.xml
ציפון, ציפון, heb, transcription, ציפון</p></div>, texts/xml/masa0436.xml
צל, צל, heb, transcription, </unclear>צל, texts/xml/jord0001.xml
צרים, צרים, heb, transcription, צרים, texts/xml/jord0001.xml
ק, ק, heb, transcription, ק</supplied>, texts/xml/beth0251.xml
ק, ק, heb, transcription, </unclear></gap></unclear></unclear></unclear></unclear></unclear></gap></unclear></unclear></unclear>ק, texts/xml/jord0001.xml
ק, ק, heb, transcription, ק</p></div>, texts/xml/masa0459.xml
ק, ק, heb, transcription, </lb></gap>ק, texts/xml/qumr0002.xml
קבור, קבור, heb, transcription, קבור, texts/xml/jeru0236.xml
קבורתה, קבורתה, heb, transcription, קבורתה, texts/xml/beth0223.xml
קבר, קבר, heb, transcription, קבר, texts/xml/jeru0180.xml
קבר, קבר, heb, transcription, קבר, texts/xml/jeru0303.xml
קדדין, קדדין, heb, transcription, קדדין</p></div>, texts/xml/masa0551.xml
קדושה, קדושה, heb, transcription, קדושה, texts/xml/jord0001.xml
קדושי, קדושי, heb, transcription, קדושי, texts/xml/jord0001.xml
קדושים, קדושים, heb, transcription, קדושים, texts/xml/jord0001.xml
קדישה, קדישה, heb, transcription, קדישה, texts/xml/tibe0003.xml
קדש, קדש, heb, transcription, קדש</supplied>, texts/xml/masa0453c.xml
קדש, קדש, heb, transcription, ק</unclear>דש</supplied>, texts/xml/masa0453d.xml
קום, קום, heb, transcription, קום</unclear>, texts/xml/beth0261.xml
קומה, קומה, heb, transcription, קומה</p></div>, texts/xml/neta0001.xml
קורים, קורים, heb, transcription, קורים, texts/xml/mari0004.xml
קיטוט, קיטוט, heb, transcription, קיטוט, texts/xml/jord0001.xml
קינא, קינא, heb, transcription, קינא, texts/xml/jeru0236.xml
קינא, קינא, heb, transcription, </gap>קינא, texts/xml/jeru0236.xml
קיפא, קיפא, heb, transcription, קיפא, texts/xml/jent0006.xml
קירה, קירה, heb, transcription, קירה, texts/xml/beth0241.xml
קירה, קירה, heb, transcription, קירה, texts/xml/beth0246.xml
קירילא, קירילא, heb, transcription, קירילא, texts/xml/beth0240.xml
קלודי, קלודי, heb, transcription, </lb>קלודי, texts/xml/evro0014.xml
קלודיוס, קלודיוס, heb, transcription, </lb>קלודיוס</ex></choice>, texts/xml/evro0014.xml
קפא, קפא, heb, transcription, קפא, texts/xml/jent0006.xml
קצבא, קצבא, heb, transcription, </lb>קצבא, texts/xml/masa0038.xml
קצבא, קצבא, heb, transcription, קצבא</p></div>, texts/xml/masa0512.xml
ר, ר, heb, transcription, </lb></gap>ר</unclear>, texts/xml/beth0263.xml
ר, ר, heb, transcription, ר</supplied>, texts/xml/dabb0001.xml
ר, ר, heb, transcription, ר, texts/xml/dabb0002.xml
ר, ר, heb, transcription, ר, texts/xml/elji0002.xml
ר, ר, heb, transcription, ר, texts/xml/jord0001.xml
ר, ר, heb, transcription, ר, texts/xml/jord0001.xml
ר, ר, heb, transcription, ר</unclear>, texts/xml/masa0401.xml
ר, ר, heb, transcription, ר, texts/xml/masa0597.xml
ר, ר, heb, transcription, ר, texts/xml/masa0598.xml
ר, ר, heb, transcription, ר, texts/xml/masa0599.xml
ר, ר, heb, transcription, ר, texts/xml/masa0600.xml
ר, ר, heb, transcription, ר, texts/xml/masa0601.xml
ר, ר, heb, transcription, ר, texts/xml/masa0602.xml
ר, ר, heb, transcription, ר, texts/xml/sepp0004.xml
ר, ר, heb, transcription, </gap>ר</supplied>, texts/xml/sepp0006.xml
ר, ר, heb, transcription, </gap>ר, texts/xml/tibe0010.xml
רא, רא, heb, transcription, </unclear>רא, texts/xml/jord0001.xml
ראו, ראו, heb, transcription, ראו, texts/xml/jord0001.xml
ראובן, ראובן, heb, transcription, ראובן</p></div>, texts/xml/haif0010.xml
רבא, רבא, heb, transcription, רבא</p></div>, texts/xml/masa0391.xml
רבא, רבא, heb, transcription, רבא, texts/xml/masa0461.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0230.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0237.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0237.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0238.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0239.xml
רבי, רבי, heb, transcription, רבי</unclear>, texts/xml/beth0239.xml
רבי, רבי, heb, transcription, רבי</unclear>, texts/xml/beth0239.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0244.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0246.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0247.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0248.xml
רבי, רבי, heb, transcription, רבי, texts/xml/beth0255.xml
רבי, רבי, heb, transcription, רבי, texts/xml/jaff0057.xml
רבים, רבים, heb, transcription, רבים, texts/xml/jord0001.xml
רדנת, רדנת, heb, transcription, </lb>רדנת, texts/xml/jeru0182.xml
רוח, רוח, heb, transcription, רוח, texts/xml/jord0001.xml
רועין, רועין, heb, transcription, רועין, texts/xml/jord0001.xml
רור, רור, heb, transcription, </choice>רור</p></div>, texts/xml/masa0549.xml
רות, רות, heb, transcription, רות, texts/xml/beth0262.xml
רות, רות, heb, transcription, </lb>רות, texts/xml/beth0262.xml
רחמיא, רחמיא, heb, transcription, רחמיא, texts/xml/jeru0236.xml
רילס, רילס, heb, transcription, רילס, texts/xml/beth0251.xml
רים, רים, heb, transcription, רים, texts/xml/jord0001.xml
ש, ש, heb, transcription, ש, texts/xml/beth0239.xml
ש, ש, heb, transcription, </lb>ש</unclear>, texts/xml/beth0241.xml
ש, ש, heb, transcription, </lb>ש, texts/xml/beth0254.xml
ש, ש, heb, transcription, ש</unclear>, texts/xml/beth0266.xml
ש, ש, heb, transcription, </lb>ש, texts/xml/beth0275.xml
ש, ש, heb, transcription, ש</unclear>, texts/xml/beth0276.xml
ש, ש, heb, transcription, </lb>ש</supplied>, texts/xml/huqo0001.xml
ש, ש, heb, transcription, ש, texts/xml/jord0001.xml
ש, ש, heb, transcription, </unclear>ש</unclear>, texts/xml/jord0001.xml
ש, ש, heb, transcription, ש, texts/xml/jord0001.xml
ש, ש, heb, transcription, </gap>ש, texts/xml/jord0001.xml
ש, ש, heb, transcription, ש, texts/xml/jord0001.xml
ש, ש, heb, transcription, ש, texts/xml/jord0001.xml
ש, ש, heb, transcription, </lb>ש</unclear>, texts/xml/masa0416.xml
ש, ש, heb, transcription, ש</unclear>, texts/xml/qumr0002.xml
שאביה, שאביה, heb, transcription, שאביה, texts/xml/sepp0004.xml
שאול, שאול, heb, transcription, </lb>שאול, texts/xml/masa0038.xml
שאול, שאול, heb, transcription, שאול</p></div>, texts/xml/masa0410.xml
שאול, שאול, heb, transcription, שאול</p></div>, texts/xml/masa0509.xml
שאול, שאול, heb, transcription, </lb>שאול, texts/xml/shap0004.xml
שאל, שאל, heb, transcription, שאל, texts/xml/masa0038.xml
שאל, שאל, heb, transcription, שאל, texts/xml/masa0508.xml
שאלני, שאלני, heb, transcription, שאלני, texts/xml/jord0001.xml
שאלני, שאלני, heb, transcription, שאלני, texts/xml/jord0001.xml
שאלת, שאלת, heb, transcription, שאלת, texts/xml/jord0001.xml
שאמ, שאמ, heb, transcription, שאמ, texts/xml/jord0001.xml
שב, שב, heb, transcription, שב</supplied>, texts/xml/jord0001.xml
שבי, שבי, heb, transcription, שב</unclear>י</p></div>, texts/xml/anna0003.xml
שבי, שבי, heb, transcription, שבי, texts/xml/anna0004.xml
שבע, שבע, heb, transcription, שבע, texts/xml/beth0248.xml
שבע, שבע, heb, transcription, שבע, texts/xml/jord0001.xml
שבר, שבר, heb, transcription, שבר, texts/xml/haif0010.xml
שברת, שברת, heb, transcription, שברת&#44;, texts/xml/jeru0098.xml
