Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0054.xml|<p><rs type="admTitle">Caesar
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0054.xml|<p><name><persName lang="la " ref="persons.xml#caes0054p01" nymRef="names.xml#caes0054n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0054.xml|<p><name><persName lang="la " ref="persons.xml#caes0054p02" nymRef="names.xml#caes0054n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0054.xml|<p><name><persName lang="la " ref="persons.xml#caes0054p03" nymRef="names.xml#caes0054n03">Augustus
made | made | la-transl | translation | docs/texts/xml/caes0054.xml|<p><name>(made
the | the | la-transl | translation | docs/texts/xml/caes0054.xml|<p>the
aqueduct | aqueduct | la-transl | translation | docs/texts/xml/caes0054.xml|<p>aqueduct)
through | through | la-transl | translation | docs/texts/xml/caes0054.xml|<p>through
a | a | la-transl | translation | docs/texts/xml/caes0054.xml|<p>a
detachment | detachment | la-transl | translation | docs/texts/xml/caes0054.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0054.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0054.xml|<p>Legio
VI | VI | la-transl | translation | docs/texts/xml/caes0054.xml|<p>VI
Ferrata | Ferrata | la-transl | translation | docs/texts/xml/caes0054.xml|<p>Ferrata.
ἐπὶ | ἐπὶ | la | transcription | docs/texts/xml/caes0055.xml|<p>ἐπὶ
Φλαουίου | Φλαουίου | la | transcription | docs/texts/xml/caes0055.xml|<p><expan>Φλαουίου
Φλωρεντίουτοῦ | Φλωρεντίουτοῦ | la | transcription | docs/texts/xml/caes0055.xml|<p>Φλωρεντίουτοῦ
μεγαλοπρεπεστάτουἀνθυπάτου | μεγαλοπρεπεστάτουἀνθυπάτου | la | transcription | docs/texts/xml/caes0055.xml|<p>μεγαλοπρεπεστάτουἀνθυπάτου
τὰ | τὰ | la | transcription | docs/texts/xml/caes0055.xml|<p>τὰ
δύοὑδραγώγια | δύοὑδραγώγια | la | transcription | docs/texts/xml/caes0055.xml|<p>δύοὑδραγώγια
ἐκ | ἐκ | la | transcription | docs/texts/xml/caes0055.xml|<p>ἐκ
θεμελίων | θεμελίων | la | transcription | docs/texts/xml/caes0055.xml|<p>θεμελίων
ἀνενεώθη | ἀνενεώθη | la | transcription | docs/texts/xml/caes0055.xml|<p><lb>ἀνενεώθη.
Under | Under | la-transl | translation | docs/texts/xml/caes0055.xml|<p>Under
Flavios | Flavios | la-transl | translation | docs/texts/xml/caes0055.xml|<p><name><persName lang="la " ref="persons.xml#caes0055p01" nymRef="names.xml#caes0055n01">Flavios
Florentios | Florentios | la-transl | translation | docs/texts/xml/caes0055.xml|<p><name><persName lang="la " ref="persons.xml#caes0055p02" nymRef="names.xml#caes0055n02">Florentios
proconsul | proconsul | la-transl | translation | docs/texts/xml/caes0055.xml|<p><name><rs type="admTitle">proconsul
of | of | la-transl | translation | docs/texts/xml/caes0055.xml|<p>of
magnificentissimate | magnificentissimate | la-transl | translation | docs/texts/xml/caes0055.xml|<p><rs type="admTitle">magnificentissimate
grade | grade | la-transl | translation | docs/texts/xml/caes0055.xml|<p>grade
the | the | la-transl | translation | docs/texts/xml/caes0055.xml|<p>the
two | two | la-transl | translation | docs/texts/xml/caes0055.xml|<p>two
aqueducts | aqueducts | la-transl | translation | docs/texts/xml/caes0055.xml|<p>aqueducts
were | were | la-transl | translation | docs/texts/xml/caes0055.xml|<p>were
rebuilt | rebuilt | la-transl | translation | docs/texts/xml/caes0055.xml|<p>rebuilt
from | from | la-transl | translation | docs/texts/xml/caes0055.xml|<p>from
their | their | la-transl | translation | docs/texts/xml/caes0055.xml|<p>their
foundations | foundations | la-transl | translation | docs/texts/xml/caes0055.xml|<p>foundations.
ΑΣΙΑΡΟΥ | ΑΣΙΑΡΟΥ | grc | diplomatic | docs/texts/xml/caes0056.xml|<p>ΑΣΙΑΡΟΥ
ἐπὶ | ἐπὶ | grc | transcription | docs/texts/xml/caes0057.xml|<p>ἐπὶ
Φλαουίου | Φλαουίου | grc | transcription | docs/texts/xml/caes0057.xml|<p><expan>Φλαουίου
Προκοπίου | Προκοπίου | grc | transcription | docs/texts/xml/caes0057.xml|<p>Προκοπίου
Κωνσταντίου | Κωνσταντίου | grc | transcription | docs/texts/xml/caes0057.xml|<p>Κωνσταντίου
Σευήρου | Σευήρου | grc | transcription | docs/texts/xml/caes0057.xml|<p><lb>Σευήρου
Ἀλεξάνδρου | Ἀλεξάνδρου | grc | transcription | docs/texts/xml/caes0057.xml|<p>Ἀλεξάνδρου
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0057.xml|<p>τοῦ
περιβλέπτου | περιβλέπτου | grc | transcription | docs/texts/xml/caes0057.xml|<p>περιβλέπτου
κόμητος | κόμητος | grc | transcription | docs/texts/xml/caes0057.xml|<p><lb><expan>κόμητος
ἀπὸ | ἀπὸ | grc | transcription | docs/texts/xml/caes0057.xml|<p>ἀπὸ
ἡγεμόνων | ἡγεμόνων | grc | transcription | docs/texts/xml/caes0057.xml|<p><expan>ἡγεμόνων
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0057.xml|<p>καὶ
ὑπατικοῦὁ | ὑπατικοῦὁ | grc | transcription | docs/texts/xml/caes0057.xml|<p>ὑπατικοῦὁ
βοῦργος | βοῦργος | grc | transcription | docs/texts/xml/caes0057.xml|<p>βοῦργος
ἐκ | ἐκ | grc | transcription | docs/texts/xml/caes0057.xml|<p>ἐκ
θεμελίων | θεμελίων | grc | transcription | docs/texts/xml/caes0057.xml|<p>θεμελίων
ἐγένετο | ἐγένετο | grc | transcription | docs/texts/xml/caes0057.xml|<p>ἐγένετο.+
Under | Under | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>Under
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Flavios
Prokopios | Prokopios | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Prokopios
Konstantios | Konstantios | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Konstantios
Severos | Severos | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Severos
Alexandros | Alexandros | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Alexandros
count | count | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="title">count
of | of | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>of
spectabilate | spectabilate | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="title">spectabilate
grade | grade | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>grade
former | former | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>former
praesidial | praesidial | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="admTitle">praesidial
governor | governor | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="admTitle">governor
and | and | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>and
consular | consular | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="admTitle">consular
the | the | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>the
tower | tower | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>tower
was | was | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>was
constructed | constructed | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>constructed
from | from | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>from
its | its | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>its
foundations | foundations | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>foundations.
ἐπὶ | ἐπὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>ἐπὶ
Φλϛαουίουἐπὶ | Φλϛαουίουἐπὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>Φλϛαουίουἐπὶ
ΦλϛαουίουΕὐελπιδίου | ΦλϛαουίουΕὐελπιδίου | grc | transcription | docs/texts/xml/caes0058.xml|<p>ΦλϛαουίουΕὐελπιδίου
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τοῦ
μεγαλοπρεπεστάτου | μεγαλοπρεπεστάτου | grc | transcription | docs/texts/xml/caes0058.xml|<p>μεγαλοπρεπεστάτου
κόμϛ | κόμϛ | grc | transcription | docs/texts/xml/caes0058.xml|<p><lb><expan>κόμϛ
ητος | ητος | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan><ex>ητος
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan>καὶ
Ἠλίου | Ἠλίου | grc | transcription | docs/texts/xml/caes0058.xml|<p>Ἠλίου
λαμπροτάτου | λαμπροτάτου | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan>λαμπροτάτου
πατρὸςτῆς | πατρὸςτῆς | grc | transcription | docs/texts/xml/caes0058.xml|<p>πατρὸςτῆς
πόλεωςκαὶ | πόλεωςκαὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>πόλεωςκαὶ
ἡ | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>ἡ
βασιλικὴμετὰ | βασιλικὴμετὰ | grc | transcription | docs/texts/xml/caes0058.xml|<p>βασιλικὴμετὰ
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>καὶ
τῆςπλακώσεωςκαὶ | τῆςπλακώσεωςκαὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τῆςπλακώσεωςκαὶ
τῆς | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τῆς
ψηφώσεωςκαὶ | ψηφώσεωςκαὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>ψηφώσεωςκαὶ
τῶν | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τῶν
βαθμῶντοῦ | βαθμῶντοῦ | grc | transcription | docs/texts/xml/caes0058.xml|<p>βαθμῶντοῦ
Ἁδριανίουγέγοναν | Ἁδριανίουγέγοναν | grc | transcription | docs/texts/xml/caes0058.xml|<p>Ἁδριανίουγέγοναν
ἐν | ἐν | grc | transcription | docs/texts/xml/caes0058.xml|<p>ἐν
ἰνδικτιῶνι | ἰνδικτιῶνι | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan>ἰνδικτιῶνι
α´εὐτυχῶς | α´εὐτυχῶς | grc | transcription | docs/texts/xml/caes0058.xml|<p>α´εὐτυχῶς.
Under | Under | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>Under
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><name><persName lang="la " ref="persons.xml#caes0058p01" nymRef="names.xml#caes0058n01">Flavios
Euelpidios | Euelpidios | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><name><persName lang="la " ref="persons.xml#caes0058p02" nymRef="names.xml#caes0058n02">Euelpidios
count | count | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><name><rs type="admTitle">count
of | of | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>of
magnificentissimate | magnificentissimate | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">magnificentissimate
rank | rank | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>rank
and | and | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>and
Elias | Elias | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><persName ref="persons.xml#caes0058p03">Elias
of | of | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>of
clarissimate | clarissimate | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">clarissimate
rank | rank | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>rank
and | and | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>and
father | father | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">father
of | of | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">of
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">the
city | city | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">city
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
basilica | basilica | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>basilica
along | along | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>along
with | with | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>with
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
marble | marble | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>marble
revetment | revetment | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>revetment
and | and | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>and
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
mosaic | mosaic | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>mosaic
pavement | pavement | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>pavement
and | and | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>and
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
steps | steps | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>steps
of | of | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
Hadrianeum | Hadrianeum | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>Hadrianeum
were | were | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>were
constructed | constructed | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>constructed
in | in | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>in
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
first | first | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>first
indiction | indiction | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>indiction
with | with | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>with
good | good | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>good
fortune | fortune | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>fortune.
ἐπὶ | ἐπὶ | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἐπὶ
Φλαουίου | Φλαουίου | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan>Φλαουίου
Ἐντολίου | Ἐντολίου | grc | transcription | docs/texts/xml/caes0059.xml|<p>Ἐντολίου
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0059.xml|<p>τοῦ
ἐνδοξωτάτου | ἐνδοξωτάτου | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἐνδοξωτάτου
στρατηλάτου | στρατηλάτου | grc | transcription | docs/texts/xml/caes0059.xml|<p><lb><expan>στρατηλάτου
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0059.xml|<p>καὶ
ἀνθυπάτου | ἀνθυπάτου | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἀνθυπάτου
Φλάουιος | Φλάουιος | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan>Φλάουιος
Στρατήγιος | Στρατήγιος | grc | transcription | docs/texts/xml/caes0059.xml|<p>Στρατήγιος
περίβλεπτος | περίβλεπτος | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan>περίβλεπτος
πατὴρκαὶ | πατὴρκαὶ | grc | transcription | docs/texts/xml/caes0059.xml|<p>πατὴρκαὶ
πρωτεύων | πρωτεύων | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan>πρωτεύων
τὴν | τὴν | grc | transcription | docs/texts/xml/caes0059.xml|<p>τὴν
ἁψῖδα | ἁψίς | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἁψῖδα
σὺν | σὺν | grc | transcription | docs/texts/xml/caes0059.xml|<p>σὺν
τῷ | ὁ | grc | transcription | docs/texts/xml/caes0059.xml|<p>τῷ
τοίχῳκαὶ | τοίχῳκαὶ | grc | transcription | docs/texts/xml/caes0059.xml|<p>τοίχῳκαὶ
τῇ | ὁ | grc | transcription | docs/texts/xml/caes0059.xml|<p>τῇ
ἀναβάθρᾳ | ἀναβάθρᾳ | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἀναβάθρᾳ
ἀπὸ | ἀπὸ | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἀπὸ
πολιτικῶν | πολιτικός | grc | transcription | docs/texts/xml/caes0059.xml|<p>πολιτικῶν
ἰνδικτιῶνος | ἰνδικτιῶνος | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan>ἰνδικτιῶνος
δεκάτης | δεκάτης | grc | transcription | docs/texts/xml/caes0059.xml|<p>δεκάτης
εὐτυχῶς | εὐτυχής | grc | transcription | docs/texts/xml/caes0059.xml|<p>εὐτυχῶς.
Under | Under | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>Under
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name><persName lang="la " ref="persons.xml#caes0059p01">Flavios
Entolios | Entolios | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name><name><persName lang="la " ref="persons.xml#caes0059p02">Entolios
of | of | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name>of
gloriosissimate | gloriosissimate | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="admTitle">gloriosissimate
grade | grade | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>grade
general | general | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="admTitle">general
and | and | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>and
proconsul | proconsul | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="admTitle">proconsul
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name><persName lang="la " ref="persons.xml#caes0059p03">Flavios
Strategios | Strategios | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name><name><persName lang="la " ref="persons.xml#caes0059p04">Strategios
of | of | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name>of
spectabilate | spectabilate | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="admTitle">spectabilate
grade | grade | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>grade
father | father | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="family">father
and | and | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>and
first | first | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>first
man | man | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>man
built | built | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>(built)
the | the | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>the
arch | arch | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>arch
together | together | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>together
with | with | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>with
the | the | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>the
wall | wall | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>wall
and | and | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>and
the | the | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>the
staircase | staircase | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>staircase
from | from | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>from
city | city | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>city
funds | funds | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>funds
in | in | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>in
the | the | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>the
tenth | tenth | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>tenth
indiction | indiction | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>indiction
with | with | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>with
good | good | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>good
fortune | fortune | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>fortune.
τὴν | τὴν | grc | transcription | docs/texts/xml/caes0060.xml|<p><gap reason="illegible" quantity="3" unit="character">τὴν
μητρόπολιν | μητρόπολιν | grc | transcription | docs/texts/xml/caes0060.xml|<p>μητρόπολιν
ἔκτισεν | κτίζω | grc | transcription | docs/texts/xml/caes0060.xml|<p>ἔκτισεν
He | He | grc-transl | translation | docs/texts/xml/caes0060.xml|<p>He
founded | founded | grc-transl | translation | docs/texts/xml/caes0060.xml|<p>founded
the | the | grc-transl | translation | docs/texts/xml/caes0060.xml|<p>the
metropolis | metropolis | grc-transl | translation | docs/texts/xml/caes0060.xml|<p>metropolis
αὔξοις | αὐξάνω | grc | transcription | docs/texts/xml/caes0061.xml|<p><supplied reason="undefined">αὔξοις
μητρόπολι | μητρόπολι | grc | transcription | docs/texts/xml/caes0061.xml|<p>μητρόπολι.
May | May | grc-transl | translation | docs/texts/xml/caes0061.xml|<p>May
you | you | grc-transl | translation | docs/texts/xml/caes0061.xml|<p>you
flourish | flourish | grc-transl | translation | docs/texts/xml/caes0061.xml|<p>flourish
Metropolis! | Metropolis! | grc-transl | translation | docs/texts/xml/caes0061.xml|<p>Metropolis!
Cdo | Cdo | la | transcription | docs/texts/xml/caes0062.xml|<p>Cdo
ped | ped | la | transcription | docs/texts/xml/caes0062.xml|<p><expan><abbr>ped
es | edo | la | transcription | docs/texts/xml/caes0062.xml|<p><expan><ex>es
XXXIILati | XXXIILati | la | transcription | docs/texts/xml/caes0062.xml|<p><expan>XXXIILati
tudo | tudo | la | transcription | docs/texts/xml/caes0062.xml|<p>tudo
pedes | pedo | la | transcription | docs/texts/xml/caes0062.xml|<p>pedes
XX | XX | la | transcription | docs/texts/xml/caes0062.xml|<p>XX
Height | Height | la-transl | translation | docs/texts/xml/caes0062.xml|<p>(Height?)
32 | 32 | la-transl | translation | docs/texts/xml/caes0062.xml|<p>32
feet | feet | la-transl | translation | docs/texts/xml/caes0062.xml|<p>feet
width | width | la-transl | translation | docs/texts/xml/caes0062.xml|<p>width
20 | 20 | la-transl | translation | docs/texts/xml/caes0062.xml|<p>20(+)
feet | feet | la-transl | translation | docs/texts/xml/caes0062.xml|<p>feet
μετὰ | μετὰ | grc | transcription | docs/texts/xml/caes0063.xml|<p>μετὰ
τῶν | ὁ | grc | transcription | docs/texts/xml/caes0063.xml|<p>τῶν
ἄλλων | ἄλλος | grc | transcription | docs/texts/xml/caes0063.xml|<p>ἄλλων
πολλῶν | πολύς | grc | transcription | docs/texts/xml/caes0063.xml|<p>πολλῶν
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0063.xml|<p>καὶ
μεγάλων | μεγάλων | grc | transcription | docs/texts/xml/caes0063.xml|<p>μεγάλων
ἔργων | ἔργνυμι | grc | transcription | docs/texts/xml/caes0063.xml|<p>ἔργων
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0063.xml|<p>καὶ
τὸ | τὸ | grc | transcription | docs/texts/xml/caes0063.xml|<p>τὸ
ἔργον | ἔργνυμι | grc | transcription | docs/texts/xml/caes0063.xml|<p>ἔργον
τῆς | ὁ | grc | transcription | docs/texts/xml/caes0063.xml|<p>τῆς
πλακώ­ | πλακώ­ | grc | transcription | docs/texts/xml/caes0063.xml|<p>πλακώ­
σεως | σεως | grc | transcription | docs/texts/xml/caes0063.xml|<p>σεως
ψηφο | ψηφο | grc | transcription | docs/texts/xml/caes0063.xml|<p>ψηφο
θ | θ | grc | transcription | docs/texts/xml/caes0063.xml|<p>θ
ε | ε | grc | transcription | docs/texts/xml/caes0063.xml|<p>ε
τοῦμε | τοῦμε | grc | transcription | docs/texts/xml/caes0063.xml|<p>τοῦμε
ψήφισμα | ψήφισμα | grc | transcription | docs/texts/xml/caes0063.xml|<p><gap reason="illegible" atLeast="11" atMost="13" unit="character">ψήφισμα
Along | Along | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>Along
with | with | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>with
other | other | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>other
works | works | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>works
many | many | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>many
and | and | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>and
great | great | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>great
we | we | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>we
also | also | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>also
lay | lay | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>lay
the | the | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>the
pavementmosaic | pavementmosaic | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>pavement...mosaic...
Ο | Ο | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><gap reason="illegible" quantity="7" unit="character">Ο
Θ | Θ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>Θ
Η | Η | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>Η
ΤΩΝ | ΤΩΝ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><gap reason="illegible" quantity="4" unit="character"><lb><gap reason="illegible" quantity="6" unit="character">ΤΩΝ
ΑΨΙΔΩΝ | ΑΨΙΔΩΝ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>ΑΨΙΔΩΝ
ΤΗΣ | ΤΗΣ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><supplied reason="undefined"><lb><supplied reason="undefined"><gap reason="illegible" quantity="1" unit="characters">ΤΗΣ
ΨΗΦΩΣ | ΨΗΦΩΣ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>ΨΗΦΩΣ
ΕΩΣ | ΕΩΣ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>ΕΩΣ
ΠΑΣΗΣ | ΠΑΣΗΣ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>ΠΑΣΗΣ
ΗΜΕΝΤΟΙΚΑ | ΗΜΕΝΤΟΙΚΑ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><gap reason="illegible" quantity="2" unit="character"><lb><gap reason="illegible" quantity="6" unit="character">ΗΜΕΝΤΟΙΚΑ
Π | Π | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><lb><gap reason="illegible" quantity="7" unit="character">Π
Α | Α | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>Α
Ν | Ν | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>Ν
Τ | Τ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>Τ
τῇ | ὁ | grc | transcription | docs/texts/xml/caes0065.xml|<p><unclear><unclear><unclear><unclear><gap reason="illegible" quantity="5" unit="character"><lb>τῇ
ἁγιω | ἁγιω | grc | transcription | docs/texts/xml/caes0065.xml|<p>ἁγιω
τάτῃ | τάτῃ | grc | transcription | docs/texts/xml/caes0065.xml|<p>τάτῃ
ἤτοι | ἤτοι | grc | transcription | docs/texts/xml/caes0065.xml|<p><lb>ἤτοι
τῷ | ὁ | grc | transcription | docs/texts/xml/caes0065.xml|<p>τῷ
εὐαγεῖ | εὐαγής | grc | transcription | docs/texts/xml/caes0065.xml|<p>εὐαγεῖ
ὀρφαντροφίῳ | ὀρφαντροφίῳ | grc | transcription | docs/texts/xml/caes0065.xml|<p>ὀρφαντροφίῳ.
to | to | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>...to...
the | the | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>the
most | most | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>most
holy | holy | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>holy
indeed | indeed | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>indeed
to | to | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>to
the | the | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>the
