Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
βοῦργος | βοῦργος | grc | transcription | docs/texts/xml/caes0057.xml|<p>βοῦργος
ἐκ | ἐκ | grc | transcription | docs/texts/xml/caes0057.xml|<p>ἐκ
θεμελίων | θεμελίων | grc | transcription | docs/texts/xml/caes0057.xml|<p>θεμελίων
ἐγένετο | ἐγένετο | grc | transcription | docs/texts/xml/caes0057.xml|<p><expan><ex>ἐγένετ</abbr>ο</ex></expan>.
Under | Under | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>Under
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Flavios
Prokopios | Prokopios | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Prokopios
Konstantios | Konstantios | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Konstantios
Severos | Severos | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Severos
Alexandros | Alexandros | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><name>Alexandros
count | count | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="title">count
of | of | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>of
spectabilate | spectabilate | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="title">spectabilate
grade | grade | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>grade
former | former | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>former
praesidial | praesidial | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="admTitle">praesidial
governor | governor | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="admTitle">governor
and | and | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>and
consular | consular | grc-transl | translation | docs/texts/xml/caes0057.xml|<p><rs type="admTitle">consular
the | the | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>the
tower | tower | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>tower
was | was | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>was
constructed | constructed | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>constructed
from | from | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>from
its | its | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>its
foundations | foundations | grc-transl | translation | docs/texts/xml/caes0057.xml|<p>foundations.
ἐπὶ | ἐπὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>ἐπὶ
Φλϛαουίου | Φλϛαουίου | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan><ex>Φλ</abbr>ϛ</am>αουίου</ex></expan>
ἐπὶ | ἐπὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>ἐπὶ
Φλϛαουίου | Φλϛαουίου | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan><ex>Φλ</abbr>ϛ</am>αουίου</ex></expan>
Εὐελπιδίου | Εὐελπιδίου | grc | transcription | docs/texts/xml/caes0058.xml|<p>Εὐελπιδίου
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τοῦ
μεγαλοπρεπεστάτου | μεγαλοπρεπεστάτου | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan><ex>μεγαλοπρ</abbr>επεστάτου</ex></expan>
κόμϛητος | κόμϛητος | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan><ex>κόμ</abbr>ϛ</am>ητος</ex></expan>
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>καὶ
Ἠλίου | Ἠλίου | grc | transcription | docs/texts/xml/caes0058.xml|<p>Ἠλίου
λαμπροτάτου | λαμπροτάτου | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan><ex>λαμπρο</abbr>τάτου</ex></expan>
πατρὸς | πατρὸς | grc | transcription | docs/texts/xml/caes0058.xml|<p>πατρὸς
τῆς | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τῆς
πόλεως | πόλεως | grc | transcription | docs/texts/xml/caes0058.xml|<p>πόλεως
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>καὶ
ἡ | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>ἡ
βασιλικὴ | βασιλικὴ | grc | transcription | docs/texts/xml/caes0058.xml|<p>βασιλικὴ
μετὰ | μετὰ | grc | transcription | docs/texts/xml/caes0058.xml|<p>μετὰ
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>καὶ
τῆς | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τῆς
πλακώσεως | πλακώσεως | grc | transcription | docs/texts/xml/caes0058.xml|<p>πλακώσεως
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>καὶ
τῆς | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τῆς
ψηφώσεως | ψηφώσεως | grc | transcription | docs/texts/xml/caes0058.xml|<p>ψηφώσεως
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0058.xml|<p>καὶ
τῶν | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τῶν
βαθμῶν | βαθμός | grc | transcription | docs/texts/xml/caes0058.xml|<p>βαθμῶν
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0058.xml|<p>τοῦ
Ἁδριανίου | Ἁδριανίου | grc | transcription | docs/texts/xml/caes0058.xml|<p>Ἁδριανίου
γέγοναν | γέγοναν | grc | transcription | docs/texts/xml/caes0058.xml|<p>γέγοναν
ἐν | ἐν | grc | transcription | docs/texts/xml/caes0058.xml|<p>ἐν
ἰνδικτιῶνι | ἰνδικτιῶνι | grc | transcription | docs/texts/xml/caes0058.xml|<p><expan><ex>ἰνδ</abbr>ικτιῶνι</ex></expan>
α´ | α´ | grc | transcription | docs/texts/xml/caes0058.xml|<p>α´
εὐτυχῶς | εὐτυχής | grc | transcription | docs/texts/xml/caes0058.xml|<p>εὐτυχῶς.
Under | Under | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>Under
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><name><persName lang="la " ref="persons.xml#caes0058p01" nymRef="names.xml#caes0058n01">Flavios
Euelpidios | Euelpidios | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><name><persName lang="la " ref="persons.xml#caes0058p02" nymRef="names.xml#caes0058n02">Euelpidios
count | count | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><name><rs type="admTitle">count
of | of | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>of
magnificentissimate | magnificentissimate | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">magnificentissimate
rank | rank | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>rank
and | and | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>and
Elias | Elias | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><persName ref="persons.xml#caes0058p03">Elias
of | of | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>of
clarissimate | clarissimate | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">clarissimate
rank | rank | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>rank
and | and | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>and
father | father | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">father
of | of | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">of
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">the
city | city | grc-transl | translation | docs/texts/xml/caes0058.xml|<p><rs type="admTitle">city
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
basilica | basilica | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>basilica
along | along | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>along
with | with | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>with
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
marble | marble | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>marble
revetment | revetment | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>revetment
and | and | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>and
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
mosaic | mosaic | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>mosaic
pavement | pavement | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>pavement
and | and | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>and
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
steps | steps | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>steps
of | of | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
Hadrianeum | Hadrianeum | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>Hadrianeum
were | were | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>were
constructed | constructed | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>constructed
in | in | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>in
the | the | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>the
first | first | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>first
indiction | indiction | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>indiction
with | with | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>with
good | good | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>good
fortune | fortune | grc-transl | translation | docs/texts/xml/caes0058.xml|<p>fortune.
ἐπὶ | ἐπὶ | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἐπὶ
Φλαουίου | Φλαουίου | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan><ex>Φλ</abbr>αουίου</ex></expan>
Ἐντολίου | Ἐντολίου | grc | transcription | docs/texts/xml/caes0059.xml|<p>Ἐντολίου
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0059.xml|<p>τοῦ
ἐνδοξωτάτου | ἐνδοξωτάτου | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan><ex>ἐνδοξωτ</abbr>άτου</ex></expan>
στρατηλάτου | στρατηλάτου | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan><ex>στρατηλ</abbr>άτου</ex></expan>
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0059.xml|<p>καὶ
ἀνθυπάτου | ἀνθυπάτου | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἀνθυπάτου
Φλάουιος | Φλάουιος | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan><ex>Φλ</abbr>άουιος</ex></expan>
Στρατήγιος | Στρατήγιος | grc | transcription | docs/texts/xml/caes0059.xml|<p>Στρατήγιος
περίβλεπτος | περίβλεπτος | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan><ex>περίβλ</abbr>επτος</ex></expan>
πατὴρ | πατὴρ | grc | transcription | docs/texts/xml/caes0059.xml|<p>πατὴρ
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0059.xml|<p>καὶ
πρωτεύων | πρωτεύων | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan><ex>πρωτε</abbr>ύων</ex></expan>
τὴν | τὴν | grc | transcription | docs/texts/xml/caes0059.xml|<p>τὴν
ἁψῖδα | ἁψίς | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἁψῖδα
σὺν | σὺν | grc | transcription | docs/texts/xml/caes0059.xml|<p>σὺν
τῷ | ὁ | grc | transcription | docs/texts/xml/caes0059.xml|<p>τῷ
τοίχῳ | τοίχῳ | grc | transcription | docs/texts/xml/caes0059.xml|<p>τοίχῳ
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0059.xml|<p>καὶ
τῇ | ὁ | grc | transcription | docs/texts/xml/caes0059.xml|<p>τῇ
ἀναβάθρᾳ | ἀναβάθρᾳ | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἀναβάθρᾳ
ἀπὸ | ἀπὸ | grc | transcription | docs/texts/xml/caes0059.xml|<p>ἀπὸ
πολιτικῶν | πολιτικός | grc | transcription | docs/texts/xml/caes0059.xml|<p>πολιτικῶν
ἰνδικτιῶνος | ἰνδικτιῶνος | grc | transcription | docs/texts/xml/caes0059.xml|<p><expan><ex>ἰνδ</abbr>ικτιῶνος</ex></expan>
δεκάτης | δεκάτης | grc | transcription | docs/texts/xml/caes0059.xml|<p>δεκάτης
εὐτυχῶς | εὐτυχής | grc | transcription | docs/texts/xml/caes0059.xml|<p>εὐτυχῶς.
Under | Under | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>Under
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name><persName lang="la " ref="persons.xml#caes0059p01">Flavios
Entolios | Entolios | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name><name><persName lang="la " ref="persons.xml#caes0059p02">Entolios
of | of | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name>of
gloriosissimate | gloriosissimate | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="admTitle">gloriosissimate
grade | grade | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>grade
general | general | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="admTitle">general
and | and | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>and
proconsul | proconsul | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="admTitle">proconsul
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name><persName lang="la " ref="persons.xml#caes0059p03">Flavios
Strategios | Strategios | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name><name><persName lang="la " ref="persons.xml#caes0059p04">Strategios
of | of | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><name>of
spectabilate | spectabilate | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="admTitle">spectabilate
grade | grade | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>grade
father | father | grc-transl | translation | docs/texts/xml/caes0059.xml|<p><rs type="family">father
and | and | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>and
first | first | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>first
man | man | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>man
built | built | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>(built)
the | the | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>the
arch | arch | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>arch
together | together | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>together
with | with | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>with
the | the | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>the
wall | wall | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>wall
and | and | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>and
the | the | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>the
staircase | staircase | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>staircase
from | from | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>from
city | city | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>city
funds | funds | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>funds
in | in | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>in
the | the | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>the
tenth | tenth | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>tenth
indiction | indiction | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>indiction
with | with | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>with
good | good | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>good
fortune | fortune | grc-transl | translation | docs/texts/xml/caes0059.xml|<p>fortune.
τὴνεν | τὴνεν | grc | transcription | docs/texts/xml/caes0060.xml|<p><supplied reason="undefined">τὴ</supplied>νεν</supplied>
He | He | grc-transl | translation | docs/texts/xml/caes0060.xml|<p>He
founded | founded | grc-transl | translation | docs/texts/xml/caes0060.xml|<p>founded
the | the | grc-transl | translation | docs/texts/xml/caes0060.xml|<p>the
metropolis | metropolis | grc-transl | translation | docs/texts/xml/caes0060.xml|<p>metropolis
αὔξοιςητρόπολι | αὔξοιςητρόπολι | grc | transcription | docs/texts/xml/caes0061.xml|<p><supplied reason="undefined">αὔξοις</supplied>ητρόπολι.
May | May | grc-transl | translation | docs/texts/xml/caes0061.xml|<p>May
you | you | grc-transl | translation | docs/texts/xml/caes0061.xml|<p>you
flourish | flourish | grc-transl | translation | docs/texts/xml/caes0061.xml|<p>flourish
Metropolis! | Metropolis! | grc-transl | translation | docs/texts/xml/caes0061.xml|<p>Metropolis!
Cdo | Cdo | la | transcription | docs/texts/xml/caes0062.xml|<p>C</gap>do
pedes | pedo | la | transcription | docs/texts/xml/caes0062.xml|<p><expan><ex>pe</unclear>d</abbr>es</ex></expan>
XXXII | XXXII | la | transcription | docs/texts/xml/caes0062.xml|<p><num value="32">XXXII</num>
Lati | fero | la | transcription | docs/texts/xml/caes0062.xml|<p><supplied reason="lost">Lati</supplied>
tudo | tudo | la | transcription | docs/texts/xml/caes0062.xml|<p><unclear>t</unclear>udo
pedes | pedo | la | transcription | docs/texts/xml/caes0062.xml|<p><expan><ex>ped</abbr>es</ex></expan>
XX | XX | la | transcription | docs/texts/xml/caes0062.xml|<p><num value="20">XX</num></gap></p></div>
Height | Height | la-transl | translation | docs/texts/xml/caes0062.xml|<p>(Height?)
32 | 32 | la-transl | translation | docs/texts/xml/caes0062.xml|<p>32
feet | feet | la-transl | translation | docs/texts/xml/caes0062.xml|<p>feet
width | width | la-transl | translation | docs/texts/xml/caes0062.xml|<p>width
20 | 20 | la-transl | translation | docs/texts/xml/caes0062.xml|<p>20(+)
feet | feet | la-transl | translation | docs/texts/xml/caes0062.xml|<p>feet
μετὰ | μετὰ | grc | transcription | docs/texts/xml/caes0063.xml|<p>μετὰ
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0063.xml|<p>καὶ
μεγάλων | μεγάλων | grc | transcription | docs/texts/xml/caes0063.xml|<p>μεγάλων
ἔργων | ἔργνυμι | grc | transcription | docs/texts/xml/caes0063.xml|<p>ἔργων
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0063.xml|<p>καὶ
τὸ | τὸ | grc | transcription | docs/texts/xml/caes0063.xml|<p>τὸ
ἔργον | ἔργνυμι | grc | transcription | docs/texts/xml/caes0063.xml|<p>ἔργον
τῆς | ὁ | grc | transcription | docs/texts/xml/caes0063.xml|<p>τῆς
πλακώ­ | πλακώ­ | grc | transcription | docs/texts/xml/caes0063.xml|<p>πλακώ­
σεως | σεως | grc | transcription | docs/texts/xml/caes0063.xml|<p>σεως
ψηφο | ψηφο | grc | transcription | docs/texts/xml/caes0063.xml|<p><supplied reason="undefined">ψηφο</supplied>
θ | θ | grc | transcription | docs/texts/xml/caes0063.xml|<p><unclear>θ</unclear>
ε | ε | grc | transcription | docs/texts/xml/caes0063.xml|<p><supplied reason="undefined">ε</supplied>
τοῦμε | τοῦμε | grc | transcription | docs/texts/xml/caes0063.xml|<p><unclear>τ</unclear>οῦμε
ψήφισμα | ψήφισμα | grc | transcription | docs/texts/xml/caes0063.xml|<p>ψήφ</supplied>ισμα
Along | Along | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>Along
with | with | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>with
other | other | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>other
works | works | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>works
many | many | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>many
and | and | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>and
great | great | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>great
we | we | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>we
also | also | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>also
lay | lay | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>lay
the | the | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>the
pavementmosaic | pavementmosaic | grc-transl | translation | docs/texts/xml/caes0063.xml|<p>pavement...mosaic...
Ο | Ο | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Ο</unclear>
Θ | Θ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Θ</unclear>
Η | Η | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Η</unclear>
ΤΩΝ | ΤΩΝ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>ΤΩΝ
ΑΨΙΔΩΝ | ΑΨΙΔΩΝ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><supplied reason="undefined">ΑΨΙΔΩΝ</gap></supplied>
ΤΗΣ | ΤΗΣ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>ΤΗΣ
ΨΗΦΩΣ | ΨΗΦΩΣ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><supplied reason="undefined">ΨΗΦΩΣ</supplied>
ΕΩΣ | ΕΩΣ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Ε</unclear>ΩΣ
ΠΑΣΗΣ | ΠΑΣΗΣ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p>ΠΑΣΗΣ
ΗΜΕΝΤΟΙΚΑ | ΗΜΕΝΤΟΙΚΑ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Η</unclear>ΜΕΝΤΟΙΚΑ</gap>
Π | Π | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Π</unclear>
Α | Α | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Α</unclear>
Ν | Ν | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Ν</unclear>
Τ | Τ | grc | diplomatic | docs/texts/xml/caes0064.xml|<p><unclear>Τ</unclear>
τῇ | ὁ | grc | transcription | docs/texts/xml/caes0065.xml|<p>τῇ
ἁγιω | ἁγιω | grc | transcription | docs/texts/xml/caes0065.xml|<p>ἁγιω
τάτῃ | τάτῃ | grc | transcription | docs/texts/xml/caes0065.xml|<p><supplied reason="undefined">τάτῃ</supplied>
ἤτοι | ἤτοι | grc | transcription | docs/texts/xml/caes0065.xml|<p>ἤτοι
τῷ | ὁ | grc | transcription | docs/texts/xml/caes0065.xml|<p><unclear>τ</unclear>ῷ
εὐαγεῖ | εὐαγής | grc | transcription | docs/texts/xml/caes0065.xml|<p><unclear>εὐα</unclear>γεῖ
ὀρφαντροφίῳ | ὀρφαντροφίῳ | grc | transcription | docs/texts/xml/caes0065.xml|<p>ὀρφαντροφίῳ.
to | to | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>...to...
the | the | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>the
most | most | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>most
holy | holy | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>holy
indeed | indeed | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>indeed
to | to | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>to
the | the | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>the
pure | pure | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>pure
orphanage | orphanage | grc-transl | translation | docs/texts/xml/caes0065.xml|<p>orphanage.
ἐν | ἐν | grc | transcription | docs/texts/xml/caes0066.xml|ἐν</supplied>
τῳ | τις | grc | transcription | docs/texts/xml/caes0066.xml|<p><unclear>τ</unclear>ῳ
νικῶ | νικάω | grc | transcription | docs/texts/xml/caes0066.xml|<p>νικῶ
in | in | grc-transl | translation | docs/texts/xml/caes0066.xml|<p>...in
this | this | grc-transl | translation | docs/texts/xml/caes0066.xml|<p>this
sign | sign | grc-transl | translation | docs/texts/xml/caes0066.xml|<p>(sign)
I | I | grc-transl | translation | docs/texts/xml/caes0066.xml|<p>I
conquer | conquer | grc-transl | translation | docs/texts/xml/caes0066.xml|<p>conquer....
εἰςήνην | εἰςήνην | grc | transcription | docs/texts/xml/caes0067.xml|<p><supplied reason="undefined">εἰ</supplied>ςήνην
Κύριε | Κύριε | grc | transcription | docs/texts/xml/caes0068.xml|Κ</supplied>ύριε
Κ | Κ | grc | diplomatic | docs/texts/xml/caes0069.xml|Κ
Ο | Ο | grc | diplomatic | docs/texts/xml/caes0069.xml|<p><unclear>Ο</unclear>
Θεοῦ | θεάομαι | grc | transcription | docs/texts/xml/caes0070.xml|<p><expan><abbr>Θ</abbr>εο</ex>ῦ</abbr></expan>
ΙΩ | ΙΩ | grc | diplomatic | docs/texts/xml/caes0071.xml|<p>+ΙΩ+
Ω | Ω | grc | diplomatic | docs/texts/xml/caes0072.xml|Ω</unclear>
ΝΝΗ | ΝΝΗ | grc | diplomatic | docs/texts/xml/caes0072.xml|<p>ΝΝΗ
ΣβΩ | ΣβΩ | grc | diplomatic | docs/texts/xml/caes0072.xml|<p>ΣβΩ
ΤΡΥΣ | ΤΡΥΣ | grc | diplomatic | docs/texts/xml/caes0072.xml|<p>ΤΡΥΣ
τὸο | τὸο | grc | transcription | docs/texts/xml/caes0073.xml|<p><unclear>τὸο</unclear>
ν | ν | grc | transcription | docs/texts/xml/caes0073.xml|<p><supplied reason="undefined">ν
Ο | Ο | grc | diplomatic | docs/texts/xml/caes0074.xml|<p><unclear>Ο</unclear>
Σ | Σ | grc | diplomatic | docs/texts/xml/caes0074.xml|<p><unclear>Σ</unclear>
ΟΝ | ΟΝ | grc | diplomatic | docs/texts/xml/caes0074.xml|<p><unclear>Ο</unclear>Ν
ΦΥΣΙΣ | ΦΥΣΙΣ | grc | diplomatic | docs/texts/xml/caes0074.xml|<p><unclear>ΦΥΣΙΣ</unclear>
Ε | Ε | grc | diplomatic | docs/texts/xml/caes0074.xml|<p><unclear>Ε</unclear>
Σ | Σ | grc | diplomatic | docs/texts/xml/caes0074.xml|<p><unclear>Σ</unclear>
Ο | Ο | grc | diplomatic | docs/texts/xml/caes0074.xml|<p><unclear>Ο</unclear>
Ν | Ν | grc | diplomatic | docs/texts/xml/caes0074.xml|<p><unclear>Ν</unclear>
αρωι | αρωι | grc | transcription | docs/texts/xml/caes0075.xml|αρωι</unclear>
ΚΑΜ | ΚΑΜ | grc | diplomatic | docs/texts/xml/caes0076.xml|ΚΑΜ</gap></p></div>
ΑΙΖΟΕΙΟ | ΑΙΖΟΕΙΟ | grc | diplomatic | docs/texts/xml/caes0077.xml|ΑΙΖΟΕΙΟ</gap></p></div>
Ἰοῦλις | Ἰοῦλις | grc | transcription | docs/texts/xml/caes0078.xml|<p>Ἰοῦλις
εὐξάμ | εὐξάμ | grc | transcription | docs/texts/xml/caes0078.xml|<p><unclear>εὐξάμ</unclear>
ε | ε | grc | transcription | docs/texts/xml/caes0078.xml|<p><supplied reason="undefined">ε</supplied>
νος | νος | grc | transcription | docs/texts/xml/caes0078.xml|<p><supplied reason="undefined">νος
ἐπο | ἐπο | grc | transcription | docs/texts/xml/caes0078.xml|<p><supplied reason="undefined">ἐπο</supplied>
ίησε | ίησε | grc | transcription | docs/texts/xml/caes0078.xml|<p><supplied reason="undefined">ίησε
πό | πό | grc | transcription | docs/texts/xml/caes0078.xml|<p><supplied reason="undefined">πό</supplied>
δ | δ | grc | transcription | docs/texts/xml/caes0078.xml|<p><unclear>δ</unclear>
ας | ας | grc | transcription | docs/texts/xml/caes0078.xml|<p><supplied reason="undefined">ας
Ioulis | Ioulis | grc-transl | translation | docs/texts/xml/caes0078.xml|<p><persName lang="grc " ref="persons.xml#caes0078p01">Ioulis
donatedfeet | donatedfeet | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>donated...feet
of | of | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>(of
mosaic | mosaic | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>mosaic
