Text,Lemma,Language,Edition Type,XML Context,File
avii, avii, la, transcription, <p><expan><ex>avii</ex></expan></p>, docs/texts/xml/caes0146.xml
Potentis, possum, la, transcription, <p><expan>Potentis</expan></p>, docs/texts/xml/caes0146.xml
praefecti, praeficio, la, transcription, <p><expan><abbr>praef</abbr><ex>ecti</ex></expan></p>, docs/texts/xml/caes0146.xml
legionis, legio, la, transcription, <p><expan><abbr>leg</abbr><ex>ionis</ex></expan></p>, docs/texts/xml/caes0146.xml
VI, vis, la, transcription, <p>VI</p>, docs/texts/xml/caes0146.xml
Ferratae, ferratus, la, transcription, <p><expan><abbr>Ferr</abbr><ex>atae</ex></expan></p>, docs/texts/xml/caes0146.xml
fidelis, fidelis, la, transcription, <p><lb><expan><abbr>f</abbr><ex>idelis</ex></expan></lb></p>, docs/texts/xml/caes0146.xml
constantis, consto, la, transcription, <p><expan><abbr>c</abbr><ex>onstantis</ex></expan></p>, docs/texts/xml/caes0146.xml
Claudius, claudus, la, transcription, <p><expan><abbr>Cl</abbr><ex>audius</ex></expan></p>, docs/texts/xml/caes0146.xml
Protianus, Protianus, la, transcription, <p>Protianus</p>, docs/texts/xml/caes0146.xml
centurio, centurio, la, transcription, <p><expan><am><ex>centurio</ex></am></expan></p>, docs/texts/xml/caes0146.xml
legionis, legio, la, transcription, <p><expan><expan><abbr>leg</abbr><ex>ionis</ex></expan></expan></p>, docs/texts/xml/caes0146.xml
X, X, la, transcription, <p>X</p>, docs/texts/xml/caes0146.xml
Fretensis, Fretensis, la, transcription, <p><expan><abbr>Fret</abbr><ex>ensis</ex></expan></p>, docs/texts/xml/caes0146.xml
procurator, procurator, la, transcription, <p><lb><expan><abbr>proc</abbr><ex>urator</ex></expan></lb></p>, docs/texts/xml/caes0146.xml
eius, is, la, transcription, <p>eius</p>, docs/texts/xml/caes0146.xml
et, et, la, transcription, <p>et</p>, docs/texts/xml/caes0146.xml
Hilarus, hilarus, la, transcription, <p>Hilarus</p>, docs/texts/xml/caes0146.xml
et, et, la, transcription, <p>et</p>, docs/texts/xml/caes0146.xml
Damaset, Damaset, la, transcription, <p>Damas<lb/>et</p>, docs/texts/xml/caes0146.xml
Symphorus, Symphorus, la, transcription, <p>Symphorus</p>, docs/texts/xml/caes0146.xml
liberti, libertus, la, transcription, <p><expan><abbr>lib</abbr><ex>erti</ex></expan></p>, docs/texts/xml/caes0146.xml
et, et, la, transcription, <p>et</p>, docs/texts/xml/caes0146.xml
secundi, secundus, la, transcription, <p>secundi</p>, docs/texts/xml/caes0146.xml
heredes, heres, la, transcription, <p><expan><abbr>hered</abbr><ex>es</ex></expan></p>, docs/texts/xml/caes0146.xml
patrono, patronus, la, transcription, <p><lb>patrono</lb></p>, docs/texts/xml/caes0146.xml
piissimo, pius, la, transcription, <p>piissimo</p>, docs/texts/xml/caes0146.xml
fecerunt, facio, la, transcription, <p>fecerunt</p>, docs/texts/xml/caes0146.xml
To, To, la-transl, translation, <p>To</p>, docs/texts/xml/caes0146.xml
the, the, la-transl, translation, <p>the</p>, docs/texts/xml/caes0146.xml
deified, deified, la-transl, translation, <p>deified</p>, docs/texts/xml/caes0146.xml
manes, manes, la-transl, translation, <p>manes</p>, docs/texts/xml/caes0146.xml
of, of, la-transl, translation, <p>of</p>, docs/texts/xml/caes0146.xml
Flavius, Flavius, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0146p01">Flavius</persName></name></p>, docs/texts/xml/caes0146.xml
Potens, Potens, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0146p02">Potens</persName></name></p>, docs/texts/xml/caes0146.xml
prefect, prefect, la-transl, translation, <p><name><rs type="admTitle">prefect</rs></name></p>, docs/texts/xml/caes0146.xml
of, of, la-transl, translation, <p>of</p>, docs/texts/xml/caes0146.xml
Legio, Legio, la-transl, translation, <p>Legio</p>, docs/texts/xml/caes0146.xml
VI, VI, la-transl, translation, <p>VI</p>, docs/texts/xml/caes0146.xml
Ferrata, Ferrata, la-transl, translation, <p>Ferrata</p>, docs/texts/xml/caes0146.xml
Fidelis, Fidelis, la-transl, translation, <p>Fidelis</p>, docs/texts/xml/caes0146.xml
Constans, Constans, la-transl, translation, <p>Constans</p>, docs/texts/xml/caes0146.xml
Claudius, Claudius, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0146p03">Claudius</persName></name></p>, docs/texts/xml/caes0146.xml
Protianus, Protianus, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0146p04">Protianus</persName></name></p>, docs/texts/xml/caes0146.xml
a, a, la-transl, translation, <p><name>a</name></p>, docs/texts/xml/caes0146.xml
centurion, centurion, la-transl, translation, <p><rs type="admTitle">centurion</rs></p>, docs/texts/xml/caes0146.xml
of, of, la-transl, translation, <p>of</p>, docs/texts/xml/caes0146.xml
Legio, Legio, la-transl, translation, <p>Legio</p>, docs/texts/xml/caes0146.xml
X, X, la-transl, translation, <p>X</p>, docs/texts/xml/caes0146.xml
Fretensis, Fretensis, la-transl, translation, <p>Fretensis</p>, docs/texts/xml/caes0146.xml
and, and, la-transl, translation, <p>and</p>, docs/texts/xml/caes0146.xml
his, his, la-transl, translation, <p>his</p>, docs/texts/xml/caes0146.xml
procurator, procurator, la-transl, translation, <p><rs type="admTitle">procurator</rs></p>, docs/texts/xml/caes0146.xml
and, and, la-transl, translation, <p>and</p>, docs/texts/xml/caes0146.xml
Hilarus, Hilarus, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0146p05">Hilarus</persName></name></p>, docs/texts/xml/caes0146.xml
and, and, la-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0146.xml
Damas, Damas, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0146p06">Damas</persName></name></p>, docs/texts/xml/caes0146.xml
and, and, la-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0146.xml
Symphorus, Symphorus, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0146p07">Symphorus</persName></name></p>, docs/texts/xml/caes0146.xml
his, his, la-transl, translation, <p><name>his</name></p>, docs/texts/xml/caes0146.xml
freedmen, freedmen, la-transl, translation, <p>freedmen</p>, docs/texts/xml/caes0146.xml
and, and, la-transl, translation, <p>and</p>, docs/texts/xml/caes0146.xml
heirs, heirs, la-transl, translation, <p>heirs</p>, docs/texts/xml/caes0146.xml
of, of, la-transl, translation, <p>of</p>, docs/texts/xml/caes0146.xml
the, the, la-transl, translation, <p>the</p>, docs/texts/xml/caes0146.xml
second, second, la-transl, translation, <p>second</p>, docs/texts/xml/caes0146.xml
rank, rank, la-transl, translation, <p>rank</p>, docs/texts/xml/caes0146.xml
made, made, la-transl, translation, <p>made</p>, docs/texts/xml/caes0146.xml
this, this, la-transl, translation, <p>this</p>, docs/texts/xml/caes0146.xml
monument, monument, la-transl, translation, <p>monument</p>, docs/texts/xml/caes0146.xml
for, for, la-transl, translation, <p>for</p>, docs/texts/xml/caes0146.xml
their, their, la-transl, translation, <p>their</p>, docs/texts/xml/caes0146.xml
most, most, la-transl, translation, <p>most</p>, docs/texts/xml/caes0146.xml
dutiful, dutiful, la-transl, translation, <p>dutiful</p>, docs/texts/xml/caes0146.xml
patron, patron, la-transl, translation, <p>patron</p>, docs/texts/xml/caes0146.xml
τῶν, ὁ, grc, transcription, <p><gap reason="illegible" quantity="3" unit="character">τῶν</gap></p>, docs/texts/xml/caes0147.xml
τέκνων, τέκνων, grc, transcription, <p>τέκνων</p>, docs/texts/xml/caes0147.xml
Valen­tinae, Valen­tinae, la, transcription, <p><gap reason="illegible" quantity="3" unit="character">Vale<supplied>n­<lb/>tinae</supplied></gap></p>, docs/texts/xml/caes0148.xml
coniugi, conjunx, la, transcription, <p><expan><abbr>con</abbr><ex>iugi</ex></expan></p>, docs/texts/xml/caes0148.xml
optimae, bonus, la, transcription, <p><expan><abbr>o</abbr><ex>ptimae</ex></expan></p>, docs/texts/xml/caes0148.xml
Iulius, Iulius, la, transcription, <p><expan><abbr>Iul</abbr><ex>ius</ex></expan></p>, docs/texts/xml/caes0148.xml
Tiberia­nus, Tiberia­nus, la, transcription, <p>Tiberia­<lb/>nus</p>, docs/texts/xml/caes0148.xml
legionis, legio, la, transcription, <p><choice><abbr><expan><expan><abbr>leg</abbr><ex>ionis</ex></expan></expan></abbr></choice></p>, docs/texts/xml/caes0148.xml
X, X, la, transcription, <p>X</p>, docs/texts/xml/caes0148.xml
Fretensis, Fretensis, la, transcription, <p><expan><abbr>Fr</abbr><ex>etensis</ex></expan></p>, docs/texts/xml/caes0148.xml
maritus, maritus, la, transcription, <p><lb><expan><abbr>marit</abbr><ex>us</ex></expan></lb></p>, docs/texts/xml/caes0148.xml
et, et, la, transcription, <p><hi rend="ligature">et</hi></p>, docs/texts/xml/caes0148.xml
Iulius, Iulius, la, transcription, <p><expan><abbr>Iul</abbr><ex>ius</ex></expan></p>, docs/texts/xml/caes0148.xml
Iul­ianus, Iul­ianus, la, transcription, <p>Iul­<lb/>ianus</p>, docs/texts/xml/caes0148.xml
filius, filius, la, transcription, <p><abbr>fil</abbr><ex>ius</ex></p>, docs/texts/xml/caes0148.xml
To, To, la-transl, translation, <p>To</p>, docs/texts/xml/caes0148.xml
Valentina, Valentina, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0148p01">Valentina</persName></name></p>, docs/texts/xml/caes0148.xml
the, the, la-transl, translation, <p><name>the</name></p>, docs/texts/xml/caes0148.xml
best, best, la-transl, translation, <p>best</p>, docs/texts/xml/caes0148.xml
wife, wife, la-transl, translation, <p>wife</p>, docs/texts/xml/caes0148.xml
Julius, Julius, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0148p02">Julius</persName></name></p>, docs/texts/xml/caes0148.xml
Tiberianus, Tiberianus, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0148p03">Tiberianus</persName></name></p>, docs/texts/xml/caes0148.xml
centurion, centurion, la-transl, translation, <p><name><rs type="admTitle">centurion</rs></name></p>, docs/texts/xml/caes0148.xml
of, of, la-transl, translation, <p>of</p>, docs/texts/xml/caes0148.xml
Legio, Legio, la-transl, translation, <p>Legio</p>, docs/texts/xml/caes0148.xml
X, X, la-transl, translation, <p>X</p>, docs/texts/xml/caes0148.xml
Fretensis, Fretensis, la-transl, translation, <p>Fretensis</p>, docs/texts/xml/caes0148.xml
her, her, la-transl, translation, <p>her</p>, docs/texts/xml/caes0148.xml
husband, husband, la-transl, translation, <p><rs type="family">husband</rs></p>, docs/texts/xml/caes0148.xml
and, and, la-transl, translation, <p>and</p>, docs/texts/xml/caes0148.xml
Julius, Julius, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0148p04">Julius</persName></name></p>, docs/texts/xml/caes0148.xml
Julianus, Julianus, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0148p05">Julianus</persName></name></p>, docs/texts/xml/caes0148.xml
her, her, la-transl, translation, <p><name>her</name></p>, docs/texts/xml/caes0148.xml
son, son, la-transl, translation, <p>son</p>, docs/texts/xml/caes0148.xml
θάρσι, θάρσι, grc, transcription, <p>θάρσι</p>, docs/texts/xml/caes0149.xml
Μηνόφιλα, Μηνόφιλα, grc, transcription, <p>Μηνόφιλα</p>, docs/texts/xml/caes0149.xml
ἀσύνκριτεοὐδεὶς, ἀσύνκριτεοὐδεὶς, grc, transcription, <p>ἀσύνκριτε<lb/>οὐδεὶς</p>, docs/texts/xml/caes0149.xml
ἀθάνατος, ἀθάνατος, grc, transcription, <p>ἀθάνατος</p>, docs/texts/xml/caes0149.xml
ταῦτα·Ἀλῦπις, ταῦτα·Ἀλῦπις, grc, transcription, <p>ταῦτα·<lb/>Ἀλῦπις</p>, docs/texts/xml/caes0149.xml
τῇ, ὁ, grc, transcription, <p>τῇ</p>, docs/texts/xml/caes0149.xml
ἀγαπητῇ, ἀγαπητός, grc, transcription, <p>ἀγαπη<hi>τῇ</hi></p>, docs/texts/xml/caes0149.xml
συμβίωι, συμβίωι, grc, transcription, <p>συμβίωι</p>, docs/texts/xml/caes0149.xml
μνήμης, μνήμης, grc, transcription, <p><expan><abbr>μ</abbr><ex>νήμης</ex></expan></p>, docs/texts/xml/caes0149.xml
χάριν, χάριν, grc, transcription, <p><abbr>χ</abbr><ex>άριν</ex></p>, docs/texts/xml/caes0149.xml
Take, Take, grc-transl, translation, <p>Take</p>, docs/texts/xml/caes0149.xml
cheer, cheer, grc-transl, translation, <p>cheer</p>, docs/texts/xml/caes0149.xml
incomparable, incomparable, grc-transl, translation, <p>incomparable</p>, docs/texts/xml/caes0149.xml
Menophila, Menophila, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0149p01">Menophila</persName></name></p>, docs/texts/xml/caes0149.xml
No, No, grc-transl, translation, <p>No</p>, docs/texts/xml/caes0149.xml
one, one, grc-transl, translation, <p>one</p>, docs/texts/xml/caes0149.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0149.xml
deathless, deathless, grc-transl, translation, <p>deathless</p>, docs/texts/xml/caes0149.xml
such, such, grc-transl, translation, <p>such</p>, docs/texts/xml/caes0149.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0149.xml
life, life, grc-transl, translation, <p>life</p>, docs/texts/xml/caes0149.xml
Alypis, Alypis, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0149p02">Alypis</persName></name></p>, docs/texts/xml/caes0149.xml
to, to, grc-transl, translation, <p><name>to</name></p>, docs/texts/xml/caes0149.xml
his, his, grc-transl, translation, <p>his</p>, docs/texts/xml/caes0149.xml
beloved, beloved, grc-transl, translation, <p>beloved</p>, docs/texts/xml/caes0149.xml
wife, wife, grc-transl, translation, <p><rs type="family">wife</rs></p>, docs/texts/xml/caes0149.xml
for, for, grc-transl, translation, <p>for</p>, docs/texts/xml/caes0149.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0149.xml
sake, sake, grc-transl, translation, <p>sake</p>, docs/texts/xml/caes0149.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0149.xml
her, her, grc-transl, translation, <p>her</p>, docs/texts/xml/caes0149.xml
memory, memory, grc-transl, translation, <p>memory</p>, docs/texts/xml/caes0149.xml
οὐδεὶς, οὐδεὶς, grc, transcription, <p>οὐδεὶς</p>, docs/texts/xml/caes0150.xml
ἀ­θάνατος, ἀ­θάνατος, grc, transcription, <p>ἀ­<lb/>θάνατος</p>, docs/texts/xml/caes0150.xml
No, No, grc-transl, translation, <p>No</p>, docs/texts/xml/caes0150.xml
one, one, grc-transl, translation, <p>one</p>, docs/texts/xml/caes0150.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0150.xml
deathless, deathless, grc-transl, translation, <p>deathless</p>, docs/texts/xml/caes0150.xml
Μ, Μ, grc, transcription, <p><supplied reason="undefined">Μ</supplied></p>, docs/texts/xml/caes0151.xml
ν, ν, grc, transcription, <p><unclear>ν</unclear></p>, docs/texts/xml/caes0151.xml
η, η, grc, transcription, <p><unclear>η</unclear></p>, docs/texts/xml/caes0151.xml
μῖον, μῖον, grc, transcription, <p><unclear>μ</unclear>ῖο<unclear>ν</unclear></p>, docs/texts/xml/caes0151.xml
Ζωσίμου, Ζωσίμου, grc, transcription, <p>Ζωσίμου</p>, docs/texts/xml/caes0151.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0151.xml
Γαιάνου, Γαιάνου, grc, transcription, <p>Γαιάνου</p>, docs/texts/xml/caes0151.xml
ἀδελφῶν, ἀδελφός, grc, transcription, <p><abbr>ἀδελφ</abbr><ex>ῶν</ex></p>, docs/texts/xml/caes0151.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0151.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0151.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0151.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0151.xml
brothers, brothers, grc-transl, translation, <p><rs type="family">brothers</rs></p>, docs/texts/xml/caes0151.xml
Zosimos, Zosimos, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0151p01">Zosimos</persName></p>, docs/texts/xml/caes0151.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0151.xml
Gaianos, Gaianos, grc-transl, translation, <p>Gaianos</p>, docs/texts/xml/caes0151.xml
μημόριον, μημόριον, grc, transcription, <p>μημόριον</p>, docs/texts/xml/caes0152.xml
Ἀλεξά, Ἀλεξά, grc, transcription, <p>Ἀλε<unclear>ξά</unclear></p>, docs/texts/xml/caes0152.xml
νδρ­, νδρ­, grc, transcription, <p><supplied>νδρ</supplied>­</p>, docs/texts/xml/caes0152.xml
ου, ου, grc, transcription, <p><unclear>ο</unclear>υ</p>, docs/texts/xml/caes0152.xml
ἰατροῦ, ἰατρός, grc, transcription, <p>ἰατροῦ</p>, docs/texts/xml/caes0152.xml
Ἐλείνου, Ἐλείνου, grc, transcription, <p>Ἐλείνου</p>, docs/texts/xml/caes0152.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0152.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0152.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0152.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0152.xml
doctor, doctor, grc-transl, translation, <p><rs type="occupation">doctor</rs></p>, docs/texts/xml/caes0152.xml
Alexandros, Alexandros, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0152p01">Alexandros</persName></p>, docs/texts/xml/caes0152.xml
son, son, grc-transl, translation, <p>son</p>, docs/texts/xml/caes0152.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0152.xml
Heleinos, Heleinos, grc-transl, translation, <p>Heleinos</p>, docs/texts/xml/caes0152.xml
σορὸς, σορὸς, grc, transcription, <p>σορὸς</p>, docs/texts/xml/caes0153.xml
Ἀρκαδί, Ἀρκαδί, grc, transcription, <p>Ἀρκαδ<unclear>ί</unclear></p>, docs/texts/xml/caes0153.xml
ω, ω, grc, transcription, <p><unclear>ω</unclear></p>, docs/texts/xml/caes0153.xml
καὶ, καὶ, grc, transcription, <p><lb>καὶ</lb></p>, docs/texts/xml/caes0153.xml
τέκνοις, τέκνοις, grc, transcription, <p>τέκνοις</p>, docs/texts/xml/caes0153.xml
Εὐτροπίας, Εὐτροπίας, grc, transcription, <p>Εὐτροπίας</p>, docs/texts/xml/caes0153.xml
ὑπὸ, ὑπὸ, grc, transcription, <p><expan><abbr>ὑ</abbr><ex>πὸ</ex></expan></p>, docs/texts/xml/caes0153.xml
Παναγίου, Παναγίου, grc, transcription, <p>Παναγίου</p>, docs/texts/xml/caes0153.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0153.xml
sarcophagus, sarcophagus, grc-transl, translation, <p>sarcophagus</p>, docs/texts/xml/caes0153.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0153.xml
Arkadios, Arkadios, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0153p01">Arkadios</persName></p>, docs/texts/xml/caes0153.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0153.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0153.xml
children, children, grc-transl, translation, <p><rs type="family">children</rs></p>, docs/texts/xml/caes0153.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0153.xml
Eutropia, Eutropia, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0153p02">Eutropia</persName></p>, docs/texts/xml/caes0153.xml
by, by, grc-transl, translation, <p>by</p>, docs/texts/xml/caes0153.xml
Panagios, Panagios, grc-transl, translation, <p>Panagios</p>, docs/texts/xml/caes0153.xml
Θ, Θ, grc, transcription, <p>Θ</p>, docs/texts/xml/caes0154.xml
Θήκη, Θήκη, grc, transcription, <p>Θήκη</p>, docs/texts/xml/caes0154.xml
Προκοπίου, Προκοπίου, grc, transcription, <p>Προκοπίου</p>, docs/texts/xml/caes0154.xml
διακόνου, διακόνου, grc, transcription, <p>διακόνου</p>, docs/texts/xml/caes0154.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0154.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0154.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0154.xml
Prokopios, Prokopios, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0154p01">Prokopios</persName></p>, docs/texts/xml/caes0154.xml
deacon, deacon, grc-transl, translation, <p>deacon</p>, docs/texts/xml/caes0154.xml
Ν, Ν, grc, transcription, <p>Ν</p>, docs/texts/xml/caes0155.xml
μνίμιν, μνίμιν, grc, transcription, <p>μνίμιν</p>, docs/texts/xml/caes0155.xml
Ἀνιανοῦ, ἀνιανός, grc, transcription, <p>Ἀνιανοῦ</p>, docs/texts/xml/caes0155.xml
οἶκ­, οἶκ­, grc, transcription, <p>οἶκ­</p>, docs/texts/xml/caes0155.xml
ος, ος, grc, transcription, <p>ος</p>, docs/texts/xml/caes0155.xml
αἰώνιος, αἰώνιος, grc, transcription, <p>αἰώνιος</p>, docs/texts/xml/caes0155.xml
For, For, grc-transl, translation, <p>For</p>, docs/texts/xml/caes0155.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0155.xml
memory, memory, grc-transl, translation, <p>memory</p>, docs/texts/xml/caes0155.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0155.xml
Anianos, Anianos, grc-transl, translation, <p>Anianos</p>, docs/texts/xml/caes0155.xml
This, This, grc-transl, translation, <p>This</p>, docs/texts/xml/caes0155.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0155.xml
his, his, grc-transl, translation, <p>his</p>, docs/texts/xml/caes0155.xml
eternal, eternal, grc-transl, translation, <p>eternal</p>, docs/texts/xml/caes0155.xml
home, home, grc-transl, translation, <p>home</p>, docs/texts/xml/caes0155.xml
ΤΙΣ, τις, grc, transcription, <p>ΤΙΣ</p>, docs/texts/xml/caes0156.xml
ΤΗΝ, ΤΗΝ, grc, transcription, <p>ΤΗΝ</p>, docs/texts/xml/caes0156.xml
ΚΟΡΗΝ, ΚΟΡΗΝ, grc, transcription, <p>ΚΟΡΗΝ</p>, docs/texts/xml/caes0156.xml
ΦΙΛΑΤΟ, ΦΙΛΑΤΟ, grc, transcription, <p>ΦΙΛΑΤΟ</p>, docs/texts/xml/caes0156.xml
ΗΝ, ΗΝ, grc, transcription, <p>ΗΝ</p>, docs/texts/xml/caes0156.xml
ΕΝΔ, ΕΝΔ, grc, transcription, <p>ΕΝΔ</p>, docs/texts/xml/caes0156.xml
ΤΙΣ, τις, grc, transcription, <p><lb>ΤΙΣ</lb></p>, docs/texts/xml/caes0156.xml
ΟΙΟ, ΟΙΟ, grc, transcription, <p><unclear>ΟΙΟ</unclear></p>, docs/texts/xml/caes0156.xml
Ο, Ο, grc, transcription, <p><unclear>Ο</unclear></p>, docs/texts/xml/caes0156.xml
Δ, Δ, grc, transcription, <p><unclear><unclear>Δ</unclear></unclear></p>, docs/texts/xml/caes0156.xml
Ι, Ι, grc, transcription, <p><unclear>Ι</unclear></p>, docs/texts/xml/caes0156.xml
Α, Α, grc, transcription, <p><unclear>Α</unclear></p>, docs/texts/xml/caes0156.xml
ΑΟΥ, ΑΟΥ, grc, transcription, <p><unclear>Α</unclear>ΟΥ</p>, docs/texts/xml/caes0156.xml
Λ, Λ, grc, transcription, <p><unclear><unclear>Λ</unclear></unclear></p>, docs/texts/xml/caes0156.xml
ΣΛΦΙΕΙ, ΣΛΦΙΕΙ, grc, transcription, <p><unclear>Σ</unclear>ΛΦΙΕΙ</p>, docs/texts/xml/caes0156.xml
τ, τ, grc, transcription, <p><lb><unclear>τ</unclear></lb></p>, docs/texts/xml/caes0156.xml
ί, ί, grc, transcription, <p><unclear>ί</unclear></p>, docs/texts/xml/caes0156.xml
ς, ς, grc, transcription, <p><unclear>ς</unclear></p>, docs/texts/xml/caes0156.xml
ΤΙΣ, τις, grc, transcription, <p>ΤΙΣ</p>, docs/texts/xml/caes0156.xml
ΤΑΣ, ΤΑΣ, grc, transcription, <p>ΤΑΣ</p>, docs/texts/xml/caes0156.xml
ΑΔΕΛΦΑΣ, ΑΔΕΛΦΑΣ, grc, transcription, <p>ΑΔΕΛΦΑΣ</p>, docs/texts/xml/caes0156.xml
ΜΟΥ, ἐγώ, grc, transcription, <p>ΜΟΥ</p>, docs/texts/xml/caes0156.xml
ΟΡΦΑΝΑΣ, ΟΡΦΑΝΑΣ, grc, transcription, <p>ΟΡΦ<supplied>ΑΝΑΣ</supplied></p>, docs/texts/xml/caes0156.xml
ΗΤΙΣ, ΗΤΙΣ, grc, transcription, <p><supplied reason="undefined"><lb>ΗΤΙΣ</lb></supplied></p>, docs/texts/xml/caes0156.xml
ΔΕΝ, ΔΕΝ, grc, transcription, <p>ΔΕΝ</p>, docs/texts/xml/caes0156.xml
ΓΥΝΕΚΩΝ, ΓΥΝΕΚΩΝ, grc, transcription, <p>ΓΥΝΕΚΩΝ</p>, docs/texts/xml/caes0156.xml
ΠΕΡΙΚ, ΠΕΡΙΚ, grc, transcription, <p>ΠΕΡΙ<unclear>Κ</unclear></p>, docs/texts/xml/caes0156.xml
Α, Α, grc, transcription, <p><unclear>Α</unclear></p>, docs/texts/xml/caes0156.xml
Λ, Λ, grc, transcription, <p><unclear>Λ</unclear></p>, docs/texts/xml/caes0156.xml
ΛΗΣ, ΛΗΣ, grc, transcription, <p><supplied reason="undefined">ΛΗΣ</supplied></p>, docs/texts/xml/caes0156.xml
ΗΤΙΣ, ΗΤΙΣ, grc, transcription, <p><supplied reason="undefined"><gap reason="illegible" quantity="2" unit="characters"><lb>ΗΤΙΣ</lb></gap></supplied></p>, docs/texts/xml/caes0156.xml
Κ, Κ, grc, transcription, <p><unclear>Κ</unclear></p>, docs/texts/xml/caes0156.xml
Α, Α, grc, transcription, <p><unclear>Α</unclear></p>, docs/texts/xml/caes0156.xml
ΙΛΑΟΔΑΝ, ΙΛΑΟΔΑΝ, grc, transcription, <p><unclear>Ι</unclear>ΛΑΟΔΑ<unclear>Ν</unclear></p>, docs/texts/xml/caes0156.xml
Ι, Ι, grc, transcription, <p><unclear>Ι</unclear></p>, docs/texts/xml/caes0156.xml
ΑΙΕΡΙΖΕΝ, ΑΙΕΡΙΖΕΝ, grc, transcription, <p><unclear>Α</unclear>ΙΕΡΙΖ<unclear>ΕΝ</unclear></p>, docs/texts/xml/caes0156.xml
ΜΟΥΣ, ΜΟΥΣ, grc, transcription, <p><lb>ΜΟΥΣ</lb></p>, docs/texts/xml/caes0156.xml
ΑΣ, ΑΣ, grc, transcription, <p><unclear>Α</unclear>Σ</p>, docs/texts/xml/caes0156.xml
ΦΡΕΝΑΣ, ΦΡΕΝΑΣ, grc, transcription, <p>Φ<unclear>ΡΕΝΑΣ</unclear></p>, docs/texts/xml/caes0156.xml
ΠΕΝΕΛΟΠ, ΠΕΝΕΛΟΠ, grc, transcription, <p>ΠΕΝΕΛΟ<unclear>Π</unclear></p>, docs/texts/xml/caes0156.xml
ΕΙΑΣ, ΕΙΑΣ, grc, transcription, <p><supplied reason="undefined">ΕΙΑΣ</supplied></p>, docs/texts/xml/caes0156.xml
ΟΙΝΕΟΙΑ, ΟΙΝΕΟΙΑ, grc, transcription, <p><supplied reason="undefined"><lb>ΟΙΝΕΟ<unclear>ΙΑ</unclear></lb></supplied></p>, docs/texts/xml/caes0156.xml
